script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,100000,,,2025-01-10 09:41:14.231673,2025-01-10 09:41:14.296849
sequential,B,100000,,,2025-01-10 09:41:14.296885,2025-01-10 09:41:14.360416
sequential,C,100000,,,2025-01-10 09:41:14.360459,2025-01-10 09:41:14.422403
sequential,D,100000,,,2025-01-10 09:41:14.422461,2025-01-10 09:41:14.484246
sequential,E,100000,,,2025-01-10 09:41:14.484291,2025-01-10 09:41:14.543993
sequential,F,100000,,,2025-01-10 09:41:14.544030,2025-01-10 09:41:14.608998
sequential,G,100000,,,2025-01-10 09:41:14.609040,2025-01-10 09:41:14.673020
sequential,H,100000,,,2025-01-10 09:41:14.673057,2025-01-10 09:41:14.734063
sequential,ALL,,,,2025-01-10 09:41:14.231673,2025-01-10 09:41:14.734402
