script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:29:59.919084,2025-01-09 08:29:59.920231
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:29:59.916321,2025-01-09 08:29:59.918761
parallel execute,H,,,,2025-01-09 08:29:59.908503,2025-01-09 08:30:02.948444
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:29:56.879478,2025-01-09 08:29:56.880650
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:29:56.876597,2025-01-09 08:29:56.879129
parallel execute,G,,,,2025-01-09 08:29:56.868487,2025-01-09 08:29:59.908448
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:29:53.840167,2025-01-09 08:29:53.841387
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:29:53.836699,2025-01-09 08:29:53.839843
parallel execute,F,,,,2025-01-09 08:29:53.828549,2025-01-09 08:29:56.868426
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:29:50.799738,2025-01-09 08:29:50.801048
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:29:50.796764,2025-01-09 08:29:50.799397
parallel execute,E,,,,2025-01-09 08:29:50.788524,2025-01-09 08:29:53.828496
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:29:47.769842,2025-01-09 08:29:47.770866
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:29:47.766341,2025-01-09 08:29:47.769532
parallel execute,D,,,,2025-01-09 08:29:47.758480,2025-01-09 08:29:50.788468
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:29:44.720342,2025-01-09 08:29:44.721711
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:29:44.717415,2025-01-09 08:29:44.720004
parallel execute,C,,,,2025-01-09 08:29:44.709145,2025-01-09 08:29:47.758423
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:29:41.679905,2025-01-09 08:29:41.681119
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:29:41.676909,2025-01-09 08:29:41.679596
parallel execute,B,,,,2025-01-09 08:29:41.669115,2025-01-09 08:29:44.709044
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:29:38.653713,2025-01-09 08:29:38.655246
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:29:38.651004,2025-01-09 08:29:38.653362
parallel execute,A,,,,2025-01-09 08:29:38.597077,2025-01-09 08:29:41.669029
parallel execute,ALL,,,,2025-01-09 08:29:38.597077,2025-01-09 08:30:02.948531

