script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:12:00.962117,2025-01-09 08:12:00.963277
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:12:00.959371,2025-01-09 08:12:00.961806
parallel execute,H,,,,2025-01-09 08:12:00.951102,2025-01-09 08:12:04.001125
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:11:57.922533,2025-01-09 08:11:57.923765
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:11:57.919620,2025-01-09 08:11:57.922222
parallel execute,G,,,,2025-01-09 08:11:57.911246,2025-01-09 08:12:00.951051
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:11:54.882527,2025-01-09 08:11:54.883732
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:11:54.878993,2025-01-09 08:11:54.882219
parallel execute,F,,,,2025-01-09 08:11:54.871189,2025-01-09 08:11:57.911188
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:11:51.851728,2025-01-09 08:11:51.853008
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:11:51.848837,2025-01-09 08:11:51.851413
parallel execute,E,,,,2025-01-09 08:11:51.841153,2025-01-09 08:11:54.871131
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:11:48.802424,2025-01-09 08:11:48.803441
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:11:48.799281,2025-01-09 08:11:48.802087
parallel execute,D,,,,2025-01-09 08:11:48.791222,2025-01-09 08:11:51.841095
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:11:45.762086,2025-01-09 08:11:45.763599
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:11:45.759050,2025-01-09 08:11:45.761754
parallel execute,C,,,,2025-01-09 08:11:45.751136,2025-01-09 08:11:48.791154
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:11:42.722299,2025-01-09 08:11:42.723560
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:11:42.719365,2025-01-09 08:11:42.721973
parallel execute,B,,,,2025-01-09 08:11:42.711171,2025-01-09 08:11:45.751069
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:11:39.687056,2025-01-09 08:11:39.688573
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:11:39.684334,2025-01-09 08:11:39.686729
parallel execute,A,,,,2025-01-09 08:11:39.437103,2025-01-09 08:11:42.711105
parallel execute,ALL,,,,2025-01-09 08:11:39.437103,2025-01-09 08:12:04.001208
