script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:10:11.550812,2025-01-09 08:10:11.552445
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:10:11.536440,2025-01-09 08:10:11.542989
parallel execute,H,,,,2025-01-09 08:10:11.441787,2025-01-09 08:10:14.471664
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:10:08.408972,2025-01-09 08:10:08.410194
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:10:08.401464,2025-01-09 08:10:08.408621
parallel execute,G,,,,2025-01-09 08:10:08.391647,2025-01-09 08:10:11.441694
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:10:05.467483,2025-01-09 08:10:05.476427
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:10:05.466431,2025-01-09 08:10:05.476678
parallel execute,F,,,,2025-01-09 08:10:05.351735,2025-01-09 08:10:08.391593
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:10:02.328115,2025-01-09 08:10:02.329452
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:10:02.321097,2025-01-09 08:10:02.327762
parallel execute,E,,,,2025-01-09 08:10:02.311704,2025-01-09 08:10:05.351681
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:09:59.288242,2025-01-09 08:09:59.289362
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:09:59.281102,2025-01-09 08:09:59.287901
parallel execute,D,,,,2025-01-09 08:09:59.271610,2025-01-09 08:10:02.311649
parallel execute,C-1,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:09:56.276608,2025-01-09 08:09:56.284517
parallel execute,C-2,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:09:56.276485,2025-01-09 08:09:56.284254
parallel execute,C,,,,2025-01-09 08:09:56.231784,2025-01-09 08:09:59.271559
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:09:53.306864,2025-01-09 08:09:53.316944
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:09:53.306280,2025-01-09 08:09:53.317143
parallel execute,B,,,,2025-01-09 08:09:53.191974,2025-01-09 08:09:56.231723
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:09:50.119192,2025-01-09 08:09:50.120720
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:09:50.109871,2025-01-09 08:09:50.117758
parallel execute,A,,,,2025-01-09 08:09:49.565790,2025-01-09 08:09:53.191920
parallel execute,ALL,,,,2025-01-09 08:09:49.565790,2025-01-09 08:10:14.472029
