script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,H,10000,,,2025-01-09 08:02:36.101884,2025-01-09 08:02:36.106211
sequential,G,10000,,,2025-01-09 08:02:36.097651,2025-01-09 08:02:36.101868
sequential,F,10000,,,2025-01-09 08:02:36.092881,2025-01-09 08:02:36.097633
sequential,E,10000,,,2025-01-09 08:02:36.088283,2025-01-09 08:02:36.092864
sequential,D,10000,,,2025-01-09 08:02:36.083963,2025-01-09 08:02:36.088266
sequential,C,10000,,,2025-01-09 08:02:36.079238,2025-01-09 08:02:36.083945
sequential,B,10000,,,2025-01-09 08:02:36.074606,2025-01-09 08:02:36.079221
sequential,A,10000,,,2025-01-09 08:02:36.070442,2025-01-09 08:02:36.074585
sequential,ALL,,,,2025-01-09 08:02:36.070442,2025-01-09 08:02:36.106235
