script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:43:34.075346,2025-01-09 08:43:34.076507
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:43:34.072528,2025-01-09 08:43:34.074994
parallel execute,H,,,,2025-01-09 08:43:34.064254,2025-01-09 08:43:37.114135
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:43:31.035621,2025-01-09 08:43:31.036750
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:43:31.032624,2025-01-09 08:43:31.035179
parallel execute,G,,,,2025-01-09 08:43:31.024302,2025-01-09 08:43:34.064196
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:43:27.995643,2025-01-09 08:43:27.996800
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:43:27.992358,2025-01-09 08:43:27.995313
parallel execute,F,,,,2025-01-09 08:43:27.984211,2025-01-09 08:43:31.024236
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:43:24.955656,2025-01-09 08:43:24.956955
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:43:24.952761,2025-01-09 08:43:24.955346
parallel execute,E,,,,2025-01-09 08:43:24.944259,2025-01-09 08:43:27.984153
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:43:21.915881,2025-01-09 08:43:21.916981
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:43:21.912671,2025-01-09 08:43:21.915560
parallel execute,D,,,,2025-01-09 08:43:21.904225,2025-01-09 08:43:24.944201
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:43:18.875810,2025-01-09 08:43:18.877322
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:43:18.872677,2025-01-09 08:43:18.875476
parallel execute,C,,,,2025-01-09 08:43:18.864577,2025-01-09 08:43:21.904172
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:43:15.845616,2025-01-09 08:43:15.846882
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:43:15.842649,2025-01-09 08:43:15.845270
parallel execute,B,,,,2025-01-09 08:43:15.834269,2025-01-09 08:43:18.864519
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:43:12.796930,2025-01-09 08:43:12.798317
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:43:12.794414,2025-01-09 08:43:12.796623
parallel execute,A,,,,2025-01-09 08:43:12.739239,2025-01-09 08:43:15.834202
parallel execute,ALL,,,,2025-01-09 08:43:12.739239,2025-01-09 08:43:37.114205


