script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,A,100000,,,2025-01-09 16:33:46.284818,2025-01-09 16:33:46.327820
scheduler,D,100000,,,2025-01-09 16:33:46.402471,2025-01-09 16:33:47.083643
scheduler,B,100000,,,2025-01-09 16:33:46.402252,2025-01-09 16:33:47.089915
scheduler,H,100000,,,2025-01-09 16:33:46.403312,2025-01-09 16:33:47.096485
scheduler,C,100000,,,2025-01-09 16:33:46.402960,2025-01-09 16:33:47.097631
scheduler,E,100000,,,2025-01-09 16:33:46.403132,2025-01-09 16:33:47.097938
scheduler,F,100000,,,2025-01-09 16:33:46.403288,2025-01-09 16:33:47.101833
scheduler,G,100000,,,2025-01-09 16:33:46.403150,2025-01-09 16:33:47.102106
scheduler,ALL,,,,2025-01-09 16:33:46.284818,2025-01-09 16:33:47.102106

