script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 07:54:32.553096,2025-01-09 07:54:32.554240
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 07:54:32.550419,2025-01-09 07:54:32.552765
parallel execute,H,,,,2025-01-09 07:54:32.542653,2025-01-09 07:54:35.582559
parallel execute,G-1,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 07:54:29.535512,2025-01-09 07:54:29.541687
parallel execute,G-2,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 07:54:29.535511,2025-01-09 07:54:29.540553
parallel execute,G,,,,2025-01-09 07:54:29.502634,2025-01-09 07:54:32.542599
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 07:54:26.555809,2025-01-09 07:54:26.560754
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 07:54:26.555745,2025-01-09 07:54:26.562647
parallel execute,F,,,,2025-01-09 07:54:26.462644,2025-01-09 07:54:29.502577
parallel execute,E-1,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 07:54:23.485465,2025-01-09 07:54:23.492615
parallel execute,E-2,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 07:54:23.485444,2025-01-09 07:54:23.491471
parallel execute,E,,,,2025-01-09 07:54:23.422681,2025-01-09 07:54:26.462588
parallel execute,D-1,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 07:54:20.468554,2025-01-09 07:54:20.475060
parallel execute,D-2,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 07:54:20.468553,2025-01-09 07:54:20.473602
parallel execute,D,,,,2025-01-09 07:54:20.382739,2025-01-09 07:54:23.422622
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 07:54:17.415866,2025-01-09 07:54:17.421898
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 07:54:17.415800,2025-01-09 07:54:17.422739
parallel execute,C,,,,2025-01-09 07:54:17.342655,2025-01-09 07:54:20.382682
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 07:54:14.313836,2025-01-09 07:54:14.315126
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 07:54:14.310809,2025-01-09 07:54:14.313511
parallel execute,B,,,,2025-01-09 07:54:14.302643,2025-01-09 07:54:17.342597
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 07:54:11.261796,2025-01-09 07:54:11.263286
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 07:54:11.259130,2025-01-09 07:54:11.261487
parallel execute,A,,,,2025-01-09 07:54:11.012610,2025-01-09 07:54:14.302584
parallel execute,ALL,,,,2025-01-09 07:54:11.012610,2025-01-09 07:54:35.582633
