script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 07:56:01.752735,2025-01-09 07:56:01.753971
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 07:56:01.749831,2025-01-09 07:56:01.752421
parallel execute,H,,,,2025-01-09 07:56:01.742124,2025-01-09 07:56:04.782066
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 07:55:58.712864,2025-01-09 07:55:58.714116
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 07:55:58.709917,2025-01-09 07:55:58.712547
parallel execute,G,,,,2025-01-09 07:55:58.702141,2025-01-09 07:56:01.742070
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 07:55:55.674033,2025-01-09 07:55:55.675290
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 07:55:55.670550,2025-01-09 07:55:55.673699
parallel execute,F,,,,2025-01-09 07:55:55.662629,2025-01-09 07:55:58.702080
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 07:55:52.633412,2025-01-09 07:55:52.634808
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 07:55:52.630373,2025-01-09 07:55:52.633105
parallel execute,E,,,,2025-01-09 07:55:52.622341,2025-01-09 07:55:55.662569
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 07:55:49.685028,2025-01-09 07:55:49.689936
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 07:55:49.684967,2025-01-09 07:55:49.691287
parallel execute,D,,,,2025-01-09 07:55:49.582202,2025-01-09 07:55:52.622283
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 07:55:46.552946,2025-01-09 07:55:46.554435
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 07:55:46.549811,2025-01-09 07:55:46.552574
parallel execute,C,,,,2025-01-09 07:55:46.542151,2025-01-09 07:55:49.582135
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 07:55:43.525996,2025-01-09 07:55:43.527422
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 07:55:43.522647,2025-01-09 07:55:43.525616
parallel execute,B,,,,2025-01-09 07:55:43.512101,2025-01-09 07:55:46.542094
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 07:55:40.545310,2025-01-09 07:55:40.551267
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 07:55:40.545274,2025-01-09 07:55:40.552166
parallel execute,A,,,,2025-01-09 07:55:40.195427,2025-01-09 07:55:43.512040
parallel execute,ALL,,,,2025-01-09 07:55:40.195427,2025-01-09 07:56:04.782146

