script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,100000,,,2025-01-09 16:30:07.611586,2025-01-09 16:30:07.657953
sequential,B,100000,,,2025-01-09 16:30:07.657983,2025-01-09 16:30:07.700886
sequential,C,100000,,,2025-01-09 16:30:07.700913,2025-01-09 16:30:07.744486
sequential,D,100000,,,2025-01-09 16:30:07.744518,2025-01-09 16:30:07.787032
sequential,E,100000,,,2025-01-09 16:30:07.787058,2025-01-09 16:30:07.829997
sequential,F,100000,,,2025-01-09 16:30:07.830022,2025-01-09 16:30:07.878243
sequential,G,100000,,,2025-01-09 16:30:07.878276,2025-01-09 16:30:07.922641
sequential,H,100000,,,2025-01-09 16:30:07.922670,2025-01-09 16:30:07.965303
sequential,ALL,,,,2025-01-09 16:30:07.611586,2025-01-09 16:30:07.965334
