script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,A,1000000,,,2025-01-11 15:32:45.649783,2025-01-11 15:32:48.788408
scheduler,B,1000000,,,2025-01-11 15:32:45.739264,2025-01-11 15:32:49.443364
scheduler,D,1000000,,,2025-01-11 15:32:45.739975,2025-01-11 15:32:49.487728
scheduler,G,1000000,,,2025-01-11 15:32:45.740532,2025-01-11 15:32:49.530769
scheduler,E,1000000,,,2025-01-11 15:32:45.741181,2025-01-11 15:32:49.316364
scheduler,C,1000000,,,2025-01-11 15:32:45.741774,2025-01-11 15:32:49.517365
scheduler,H,1000000,,,2025-01-11 15:32:45.742406,2025-01-11 15:32:49.225994
scheduler,F,1000000,,,2025-01-11 15:32:45.742985,2025-01-11 15:32:49.504560
scheduler,ALL,,,,2025-01-11 15:32:45.649783,2025-01-11 15:32:49.530769
