script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:40:08.494856,2025-01-09 08:40:08.496535
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:40:08.430228,2025-01-09 08:40:08.436593
parallel execute,H,,,,2025-01-09 08:40:08.315667,2025-01-09 08:40:11.345620
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:40:05.292096,2025-01-09 08:40:05.293210
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:40:05.284557,2025-01-09 08:40:05.291666
parallel execute,G,,,,2025-01-09 08:40:05.265768,2025-01-09 08:40:08.315608
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:40:02.243019,2025-01-09 08:40:02.244157
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:40:02.235673,2025-01-09 08:40:02.242690
parallel execute,F,,,,2025-01-09 08:40:02.225772,2025-01-09 08:40:05.265712
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:39:59.203488,2025-01-09 08:39:59.204922
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:39:59.195931,2025-01-09 08:39:59.203101
parallel execute,E,,,,2025-01-09 08:39:59.185803,2025-01-09 08:40:02.225717
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:39:56.163170,2025-01-09 08:39:56.164172
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:39:56.155600,2025-01-09 08:39:56.162824
parallel execute,D,,,,2025-01-09 08:39:56.145805,2025-01-09 08:39:59.185723
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:39:53.123645,2025-01-09 08:39:53.125030
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:39:53.116046,2025-01-09 08:39:53.123242
parallel execute,C,,,,2025-01-09 08:39:53.106014,2025-01-09 08:39:56.145754
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:39:50.094215,2025-01-09 08:39:50.095472
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:39:50.086691,2025-01-09 08:39:50.093794
parallel execute,B,,,,2025-01-09 08:39:50.075844,2025-01-09 08:39:53.105960
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:39:46.943616,2025-01-09 08:39:46.945144
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:39:46.935154,2025-01-09 08:39:46.942220
parallel execute,A,,,,2025-01-09 08:39:46.410269,2025-01-09 08:39:50.075790
parallel execute,ALL,,,,2025-01-09 08:39:46.410269,2025-01-09 08:40:11.345951
