script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,100000,,,2025-01-10 10:07:45.076263,2025-01-10 10:07:45.147383
sequential,B,100000,,,2025-01-10 10:07:45.147431,2025-01-10 10:07:45.229041
sequential,C,100000,,,2025-01-10 10:07:45.229082,2025-01-10 10:07:45.295485
sequential,D,100000,,,2025-01-10 10:07:45.295521,2025-01-10 10:07:45.369294
sequential,E,100000,,,2025-01-10 10:07:45.369336,2025-01-10 10:07:45.457509
sequential,F,100000,,,2025-01-10 10:07:45.457546,2025-01-10 10:07:45.539650
sequential,G,100000,,,2025-01-10 10:07:45.539688,2025-01-10 10:07:45.626379
sequential,H,100000,,,2025-01-10 10:07:45.626413,2025-01-10 10:07:45.711479
sequential,ALL,,,,2025-01-10 10:07:45.076263,2025-01-10 10:07:45.711860
