script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,54660,AAARohAAAAAAgDCAAA,AAARohAAAAAAgJiH//,2025-01-17 09:20:04.407288,2025-01-17 09:20:04.480409
parallel execute,A,54654,AAARohAAAAAAgJjAAA,AAARohAAAAAAgQDH//,2025-01-17 09:20:04.408134,2025-01-17 09:20:04.482377
parallel execute,A,54634,AAARohAAAAAAgQEAAA,AAARohAAAAAAgWkH//,2025-01-17 09:20:04.480802,2025-01-17 09:20:04.558179
parallel execute,A,54649,AAARohAAAAAAgWlAAA,AAARohAAAAAAgdFH//,2025-01-17 09:20:04.482722,2025-01-17 09:20:04.559030
parallel execute,A,54655,AAARohAAAAAAgdGAAA,AAARohAAAAAAgjmH//,2025-01-17 09:20:04.558706,2025-01-17 09:20:04.633693
parallel execute,A,54611,AAARohAAAAAAgjnAAA,AAARohAAAAAAgqHH//,2025-01-17 09:20:04.559383,2025-01-17 09:20:04.634980
parallel execute,A,54640,AAARohAAAAAAgqIAAA,AAARohAAAAAAgwoH//,2025-01-17 09:20:04.634227,2025-01-17 09:20:04.707225
parallel execute,A,54616,AAARohAAAAAAgwpAAA,AAARohAAAAAAg3JH//,2025-01-17 09:20:04.635345,2025-01-17 09:20:04.708315
parallel execute,A,54620,AAARohAAAAAAg3KAAA,AAARohAAAAAAg9qH//,2025-01-17 09:20:04.707767,2025-01-17 09:20:04.786006
parallel execute,A,54637,AAARohAAAAAAg9rAAA,AAARohAAAAAAhELH//,2025-01-17 09:20:04.708690,2025-01-17 09:20:04.786957
parallel execute,A,54667,AAARohAAAAAAhEMAAA,AAARohAAAAAAhKsH//,2025-01-17 09:20:04.786554,2025-01-17 09:20:04.862987
parallel execute,A,54697,AAARohAAAAAAhKtAAA,AAARohAAAAAAhRNH//,2025-01-17 09:20:04.787335,2025-01-17 09:20:04.865241
parallel execute,A,54660,AAARohAAAAAAhROAAA,AAARohAAAAAAhXuH//,2025-01-17 09:20:04.863540,2025-01-17 09:20:04.941896
parallel execute,A,54663,AAARohAAAAAAhXvAAA,AAARohAAAAAAhePH//,2025-01-17 09:20:04.865641,2025-01-17 09:20:04.945863
parallel execute,A,54619,AAARohAAAAAAheQAAA,AAARohAAAAAAhkwH//,2025-01-17 09:20:04.942438,2025-01-17 09:20:05.014630
parallel execute,A,54686,AAARohAAAAAAhkxAAA,AAARohAAAAAAhrRH//,2025-01-17 09:20:04.946344,2025-01-17 09:20:05.019603
parallel execute,A,16420,AAARohAAAAAAhrSAAA,AAARohAAAAAAht/H//,2025-01-17 09:20:05.015056,2025-01-17 09:20:05.024912
parallel execute,ALL,,,,2025-01-17 09:20:04.195058,2025-01-17 09:20:07.318115
parallel execute,A,54678,AAARohAAAAAAf8hAAA,AAARohAAAAAAgDBH//,2025-01-17 09:20:04.330928,2025-01-17 09:20:04.406841
parallel execute,A,54534,AAARohAAAAAACfwAAA,AAARohAAAAAAf8gH//,2025-01-17 09:20:04.330928,2025-01-17 09:20:04.407777
