script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,91785,AAARohAAAAAACfwAAA,AAARohAAAAAAgA8H//,2025-01-17 09:17:15.117283,2025-01-17 09:17:15.163053
parallel execute,A,91875,AAARohAAAAAAgA9AAA,AAARohAAAAAAgL5H//,2025-01-17 09:17:15.163589,2025-01-17 09:17:15.203236
parallel execute,A,91860,AAARohAAAAAAgL6AAA,AAARohAAAAAAgW2H//,2025-01-17 09:17:15.203644,2025-01-17 09:17:15.293759
parallel execute,A,91879,AAARohAAAAAAgW3AAA,AAARohAAAAAAghzH//,2025-01-17 09:17:15.221224,2025-01-17 09:17:15.378404
parallel execute,A,91784,AAARohAAAAAAgh0AAA,AAARohAAAAAAgswH//,2025-01-17 09:17:15.294250,2025-01-17 09:17:15.450363
parallel execute,A,91870,AAARohAAAAAAgsxAAA,AAARohAAAAAAg3tH//,2025-01-17 09:17:15.378962,2025-01-17 09:17:15.494230
parallel execute,A,91838,AAARohAAAAAAg3uAAA,AAARohAAAAAAhCqH//,2025-01-17 09:17:15.450804,2025-01-17 09:17:15.572920
parallel execute,A,91864,AAARohAAAAAAhCrAAA,AAARohAAAAAAhNnH//,2025-01-17 09:17:15.494726,2025-01-17 09:17:15.614944
parallel execute,A,91913,AAARohAAAAAAhNoAAA,AAARohAAAAAAhYkH//,2025-01-17 09:17:15.573440,2025-01-17 09:17:15.691039
parallel execute,A,91860,AAARohAAAAAAhYlAAA,AAARohAAAAAAhjhH//,2025-01-17 09:17:15.615374,2025-01-17 09:17:15.736311
parallel execute,A,81472,AAARohAAAAAAhjiAAA,AAARohAAAAAAht/H//,2025-01-17 09:17:15.691548,2025-01-17 09:17:15.755597
parallel execute,ALL,,,,2025-01-17 09:17:15.096923,2025-01-17 09:17:18.198807

