script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,22685,AAARohAAAAAAhniAAA,AAARohAAAAAAhqOH//,2025-01-17 09:21:45.262275,2025-01-17 09:21:45.291716
parallel execute,A,22693,AAARohAAAAAAf7aAAA,AAARohAAAAAAf+GH//,2025-01-17 09:21:45.262361,2025-01-17 09:21:45.292418
parallel execute,A,22697,AAARohAAAAAAf+HAAA,AAARohAAAAAAgAzH//,2025-01-17 09:21:45.292046,2025-01-17 09:21:45.319824
parallel execute,A,22664,AAARohAAAAAAgA0AAA,AAARohAAAAAAgDgH//,2025-01-17 09:21:45.292745,2025-01-17 09:21:45.323003
parallel execute,A,22680,AAARohAAAAAAgDhAAA,AAARohAAAAAAgGNH//,2025-01-17 09:21:45.320151,2025-01-17 09:21:45.348926
parallel execute,A,22694,AAARohAAAAAAgGOAAA,AAARohAAAAAAgI6H//,2025-01-17 09:21:45.323292,2025-01-17 09:21:45.354329
parallel execute,A,22651,AAARohAAAAAAgI7AAA,AAARohAAAAAAgLnH//,2025-01-17 09:21:45.349237,2025-01-17 09:21:45.377437
parallel execute,A,22665,AAARohAAAAAAgLoAAA,AAARohAAAAAAgOUH//,2025-01-17 09:21:45.354645,2025-01-17 09:21:45.385272
parallel execute,A,22680,AAARohAAAAAAgOVAAA,AAARohAAAAAAgRBH//,2025-01-17 09:21:45.377807,2025-01-17 09:21:45.407740
parallel execute,A,22670,AAARohAAAAAAgRCAAA,AAARohAAAAAAgTuH//,2025-01-17 09:21:45.385596,2025-01-17 09:21:45.414838
parallel execute,A,2541,AAARohAAAAAAhs8AAA,AAARohAAAAAAht/H//,2025-01-17 09:21:45.415172,2025-01-17 09:21:45.418082
parallel execute,A,22647,AAARohAAAAAAhqPAAA,AAARohAAAAAAhs7H//,2025-01-17 09:21:45.408063,2025-01-17 09:21:45.436209
parallel execute,A,22666,AAARohAAAAAAgTvAAA,AAARohAAAAAAgWbH//,2025-01-17 09:21:45.418389,2025-01-17 09:21:45.450315
parallel execute,A,22656,AAARohAAAAAAgWcAAA,AAARohAAAAAAgZIH//,2025-01-17 09:21:45.436609,2025-01-17 09:21:45.466111
parallel execute,A,22686,AAARohAAAAAAgZJAAA,AAARohAAAAAAgb1H//,2025-01-17 09:21:45.450720,2025-01-17 09:21:45.481281
parallel execute,A,22665,AAARohAAAAAAgb2AAA,AAARohAAAAAAgeiH//,2025-01-17 09:21:45.466500,2025-01-17 09:21:45.495107
parallel execute,A,22687,AAARohAAAAAAgejAAA,AAARohAAAAAAghPH//,2025-01-17 09:21:45.481627,2025-01-17 09:21:45.509128
parallel execute,A,22665,AAARohAAAAAAghQAAA,AAARohAAAAAAgj8H//,2025-01-17 09:21:45.495450,2025-01-17 09:21:45.524275
parallel execute,A,22674,AAARohAAAAAAgj9AAA,AAARohAAAAAAgmpH//,2025-01-17 09:21:45.509464,2025-01-17 09:21:45.540136
parallel execute,A,22639,AAARohAAAAAAgmqAAA,AAARohAAAAAAgpWH//,2025-01-17 09:21:45.524605,2025-01-17 09:21:45.554929
parallel execute,A,22643,AAARohAAAAAAgpXAAA,AAARohAAAAAAgsDH//,2025-01-17 09:21:45.540455,2025-01-17 09:21:45.567234
parallel execute,A,22687,AAARohAAAAAAgsEAAA,AAARohAAAAAAguwH//,2025-01-17 09:21:45.555260,2025-01-17 09:21:45.583842
