script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:19:04.944219,2025-01-09 12:19:04.945331
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:19:04.936603,2025-01-09 12:19:04.943837
parallel execute,H,,,,2025-01-09 12:19:04.926884,2025-01-09 12:19:07.966845
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:19:01.902998,2025-01-09 12:19:01.904091
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:19:01.896461,2025-01-09 12:19:01.902645
parallel execute,G,,,,2025-01-09 12:19:01.886899,2025-01-09 12:19:04.926832
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:18:58.864757,2025-01-09 12:18:58.865920
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:18:58.857011,2025-01-09 12:18:58.864372
parallel execute,F,,,,2025-01-09 12:18:58.846915,2025-01-09 12:19:01.886846
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:18:55.819172,2025-01-09 12:18:55.820517
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:18:55.814932,2025-01-09 12:18:55.818818
parallel execute,E,,,,2025-01-09 12:18:55.806984,2025-01-09 12:18:58.846857
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:18:52.785065,2025-01-09 12:18:52.786053
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:18:52.776825,2025-01-09 12:18:52.784720
parallel execute,D,,,,2025-01-09 12:18:52.766963,2025-01-09 12:18:55.806931
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:18:49.745461,2025-01-09 12:18:49.746924
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:18:49.737311,2025-01-09 12:18:49.745115
parallel execute,C,,,,2025-01-09 12:18:49.727055,2025-01-09 12:18:52.766904
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:18:46.800011,2025-01-09 12:18:46.806690
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:18:46.799938,2025-01-09 12:18:46.807708
parallel execute,B,,,,2025-01-09 12:18:46.696882,2025-01-09 12:18:49.726996
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:18:43.667515,2025-01-09 12:18:43.668940
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:18:43.659566,2025-01-09 12:18:43.667127
parallel execute,A,,,,2025-01-09 12:18:43.303217,2025-01-09 12:18:46.696809
parallel execute,ALL,,,,2025-01-09 12:18:43.303217,2025-01-09 12:19:07.967144
