script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,,,,2025-01-13 19:52:45.161440,2025-01-13 19:52:48.932242
parallel execute,B,,,,2025-01-13 19:52:48.932322,2025-01-13 19:52:51.982340
parallel execute,C,,,,2025-01-13 19:52:51.982404,2025-01-13 19:52:55.012307
parallel execute,D,,,,2025-01-13 19:52:55.012371,2025-01-13 19:52:58.052227
parallel execute,ALL,,,,2025-01-13 19:52:45.161440,2025-01-13 19:53:10.213586
parallel execute,F,,,,2025-01-13 19:53:01.092304,2025-01-13 19:53:04.133337
parallel execute,G,,,,2025-01-13 19:53:04.133395,2025-01-13 19:53:07.183277
parallel execute,H,,,,2025-01-13 19:53:07.183335,2025-01-13 19:53:10.213250
parallel execute,E,,,,2025-01-13 19:52:58.052299,2025-01-13 19:53:01.092249
