script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,1000000,,,2025-01-11 14:40:25.473791,2025-01-11 14:40:25.937469
sequential,B,1000000,,,2025-01-11 14:40:25.937522,2025-01-11 14:40:26.399862
sequential,C,1000000,,,2025-01-11 14:40:26.399919,2025-01-11 14:40:26.852332
sequential,D,1000000,,,2025-01-11 14:40:26.852393,2025-01-11 14:40:27.307452
sequential,E,1000000,,,2025-01-11 14:40:27.307535,2025-01-11 14:40:27.757038
sequential,F,1000000,,,2025-01-11 14:40:27.757089,2025-01-11 14:40:28.303134
sequential,G,1000000,,,2025-01-11 14:40:28.303203,2025-01-11 14:40:28.762934
sequential,H,1000000,,,2025-01-11 14:40:28.762992,2025-01-11 14:40:29.232614
sequential,ALL,,,,2025-01-11 14:40:25.473791,2025-01-11 14:40:29.232673
