script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2025-01-06 15:57:43.031048,2025-01-06 15:58:07.638615
parallel execute,H,,,,2025-01-06 15:58:04.598687,2025-01-06 15:58:07.638491
parallel execute,H-1,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-06 15:58:04.641633,2025-01-06 15:58:04.647941
parallel execute,H-2,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-06 15:58:04.643539,2025-01-06 15:58:04.645081
parallel execute,G,,,,2025-01-06 15:58:01.558816,2025-01-06 15:58:04.598622
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-06 15:58:01.569596,2025-01-06 15:58:01.570883
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-06 15:58:01.566633,2025-01-06 15:58:01.569274
parallel execute,F,,,,2025-01-06 15:57:58.518908,2025-01-06 15:58:01.558737
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-06 15:57:58.544521,2025-01-06 15:57:58.545741
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-06 15:57:58.540787,2025-01-06 15:57:58.544124
parallel execute,E,,,,2025-01-06 15:57:55.488763,2025-01-06 15:57:58.518851
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-06 15:57:55.499656,2025-01-06 15:57:55.500913
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-06 15:57:55.496668,2025-01-06 15:57:55.499300
parallel execute,D,,,,2025-01-06 15:57:52.438762,2025-01-06 15:57:55.488703
parallel execute,D-1,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-06 15:57:52.541650,2025-01-06 15:57:52.548155
parallel execute,D-2,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-06 15:57:52.542422,2025-01-06 15:57:52.543652
parallel execute,C,,,,2025-01-06 15:57:49.398777,2025-01-06 15:57:52.438708
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-06 15:57:49.409527,2025-01-06 15:57:49.410920
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-06 15:57:49.406520,2025-01-06 15:57:49.409187
parallel execute,B,,,,2025-01-06 15:57:46.358800,2025-01-06 15:57:49.398721
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-06 15:57:46.369748,2025-01-06 15:57:46.370995
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-06 15:57:46.366469,2025-01-06 15:57:46.369372
parallel execute,A,,,,2025-01-06 15:57:43.031048,2025-01-06 15:57:46.358735
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-06 15:57:43.283830,2025-01-06 15:57:43.285359
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-06 15:57:43.281022,2025-01-06 15:57:43.283420



