script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,E,10000,,,2025-01-06 15:52:42.286207,2025-01-06 15:52:42.290670
scheduler,A,10000,,,2025-01-06 15:52:42.281506,2025-01-06 15:52:42.297130
scheduler,G,10000,,,2025-01-06 15:52:42.290531,2025-01-06 15:52:42.301859
scheduler,B,10000,,,2025-01-06 15:52:42.284310,2025-01-06 15:52:42.310238
scheduler,C,10000,,,2025-01-06 15:52:42.281497,2025-01-06 15:52:42.315204
scheduler,H,10000,,,2025-01-06 15:52:42.289579,2025-01-06 15:52:42.319232
scheduler,F,10000,,,2025-01-06 15:52:42.287808,2025-01-06 15:52:42.321908
scheduler,D,10000,,,2025-01-06 15:52:42.283398,2025-01-06 15:52:42.324318
scheduler,ALL,,,,2025-01-06 15:52:42.281497,2025-01-06 15:52:42.324318

