script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:44:03.363115,2025-01-09 12:44:03.372182
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:44:03.362460,2025-01-09 12:44:03.372697
parallel execute,H,,,,2025-01-09 12:44:03.328135,2025-01-09 12:44:06.378229
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:44:00.447208,2025-01-09 12:44:00.450115
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:44:00.392888,2025-01-09 12:44:00.401925
parallel execute,G,,,,2025-01-09 12:44:00.288202,2025-01-09 12:44:03.328082
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:43:57.303398,2025-01-09 12:43:57.314065
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:43:57.303343,2025-01-09 12:43:57.314737
parallel execute,F,,,,2025-01-09 12:43:57.248190,2025-01-09 12:44:00.288060
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:43:54.226566,2025-01-09 12:43:54.227855
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:43:54.218241,2025-01-09 12:43:54.226219
parallel execute,E,,,,2025-01-09 12:43:54.208186,2025-01-09 12:43:57.248140
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:43:51.187388,2025-01-09 12:43:51.188401
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:43:51.178852,2025-01-09 12:43:51.186995
parallel execute,D,,,,2025-01-09 12:43:51.168300,2025-01-09 12:43:54.208129
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:43:48.156491,2025-01-09 12:43:48.157965
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:43:48.148310,2025-01-09 12:43:48.156021
parallel execute,C,,,,2025-01-09 12:43:48.138289,2025-01-09 12:43:51.168239
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:43:45.114634,2025-01-09 12:43:45.115894
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:43:45.106614,2025-01-09 12:43:45.114267
parallel execute,B,,,,2025-01-09 12:43:45.096817,2025-01-09 12:43:48.138220
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:43:41.971177,2025-01-09 12:43:41.972619
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:43:41.960232,2025-01-09 12:43:41.969735
parallel execute,A,,,,2025-01-09 12:43:41.383518,2025-01-09 12:43:45.096738
parallel execute,ALL,,,,2025-01-09 12:43:41.383518,2025-01-09 12:44:06.378552
