script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,A,100000,,,2025-01-10 10:17:28.157661,2025-01-10 10:17:28.562542
scheduler,B,100000,,,2025-01-10 10:17:28.158265,2025-01-10 10:17:28.680408
scheduler,C,100000,,,2025-01-10 10:17:28.167463,2025-01-10 10:17:28.561635
scheduler,D,100000,,,2025-01-10 10:17:28.181117,2025-01-10 10:17:28.576072
scheduler,E,100000,,,2025-01-10 10:17:28.205428,2025-01-10 10:17:28.594295
scheduler,F,100000,,,2025-01-10 10:17:28.246864,2025-01-10 10:17:28.688242
scheduler,G,100000,,,2025-01-10 10:17:28.331475,2025-01-10 10:17:28.692227
scheduler,H,100000,,,2025-01-10 10:17:28.332094,2025-01-10 10:17:28.687153
scheduler,ALL,,,,2025-01-10 10:17:28.157661,2025-01-10 10:17:28.692227
