script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,1000000,,,2025-01-11 14:26:16.964664,2025-01-11 14:26:17.407442
sequential,B,1000000,,,2025-01-11 14:26:17.407481,2025-01-11 14:26:17.847062
sequential,C,1000000,,,2025-01-11 14:26:17.847096,2025-01-11 14:26:18.295358
sequential,D,1000000,,,2025-01-11 14:26:18.295399,2025-01-11 14:26:18.739494
sequential,E,1000000,,,2025-01-11 14:26:18.739528,2025-01-11 14:26:19.179387
sequential,F,1000000,,,2025-01-11 14:26:19.179418,2025-01-11 14:26:19.776304
sequential,G,1000000,,,2025-01-11 14:26:19.777104,2025-01-11 14:26:20.222113
sequential,H,1000000,,,2025-01-11 14:26:20.222146,2025-01-11 14:26:20.674919
sequential,ALL,,,,2025-01-11 14:26:16.964664,2025-01-11 14:26:20.674955
