script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:16:17.906442,2025-01-09 12:16:17.907635
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:16:17.897187,2025-01-09 12:16:17.906013
parallel execute,H,,,,2025-01-09 12:16:17.887058,2025-01-09 12:16:20.926976
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:16:14.875544,2025-01-09 12:16:14.876776
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:16:14.867599,2025-01-09 12:16:14.875177
parallel execute,G,,,,2025-01-09 12:16:14.857052,2025-01-09 12:16:17.887001
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:16:11.827330,2025-01-09 12:16:11.828551
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:16:11.818886,2025-01-09 12:16:11.826940
parallel execute,F,,,,2025-01-09 12:16:11.806928,2025-01-09 12:16:14.856987
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:16:08.784975,2025-01-09 12:16:08.786280
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:16:08.777008,2025-01-09 12:16:08.784604
parallel execute,E,,,,2025-01-09 12:16:08.767026,2025-01-09 12:16:11.806870
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:16:05.747132,2025-01-09 12:16:05.748180
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:16:05.738788,2025-01-09 12:16:05.746759
parallel execute,D,,,,2025-01-09 12:16:05.726988,2025-01-09 12:16:08.766971
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:16:02.705869,2025-01-09 12:16:02.707258
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:16:02.697037,2025-01-09 12:16:02.705501
parallel execute,C,,,,2025-01-09 12:16:02.687206,2025-01-09 12:16:05.726926
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:15:59.766220,2025-01-09 12:15:59.769227
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:15:59.712747,2025-01-09 12:15:59.721730
parallel execute,B,,,,2025-01-09 12:15:59.655649,2025-01-09 12:16:02.687151
parallel execute,A-1,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:15:56.616020,2025-01-09 12:15:56.628210
parallel execute,A-2,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:15:56.614980,2025-01-09 12:15:56.627292
parallel execute,A,,,,2025-01-09 12:15:55.992336,2025-01-09 12:15:59.655585
parallel execute,ALL,,,,2025-01-09 12:15:55.992336,2025-01-09 12:16:20.927369
