script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,100000,,,2025-01-10 09:59:07.140574,2025-01-10 09:59:07.184756
sequential,B,100000,,,2025-01-10 09:59:07.184781,2025-01-10 09:59:07.228151
sequential,C,100000,,,2025-01-10 09:59:07.228174,2025-01-10 09:59:07.272233
sequential,D,100000,,,2025-01-10 09:59:07.272256,2025-01-10 09:59:07.315601
sequential,E,100000,,,2025-01-10 09:59:07.315628,2025-01-10 09:59:07.359283
sequential,F,100000,,,2025-01-10 09:59:07.359305,2025-01-10 09:59:07.405152
sequential,G,100000,,,2025-01-10 09:59:07.405186,2025-01-10 09:59:07.450831
sequential,H,100000,,,2025-01-10 09:59:07.450854,2025-01-10 09:59:07.494719
sequential,ALL,,,,2025-01-10 09:59:07.140574,2025-01-10 09:59:07.494748
