script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2025-01-06 17:18:44.880750,2025-01-06 17:19:09.843273
parallel execute,H,,,,2025-01-06 17:19:06.802962,2025-01-06 17:19:09.842915
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-06 17:19:06.819139,2025-01-06 17:19:06.820318
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-06 17:19:06.812655,2025-01-06 17:19:06.818815
parallel execute,G-1,,,,2025-01-06 17:19:03.763155,2025-01-06 17:19:06.802902
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-06 17:19:03.779587,2025-01-06 17:19:03.780728
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-06 17:19:03.772899,2025-01-06 17:19:03.779236
parallel execute,F,,,,2025-01-06 17:19:00.722946,2025-01-06 17:19:03.763085
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-06 17:19:00.739763,2025-01-06 17:19:00.740903
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-06 17:19:00.732439,2025-01-06 17:19:00.739420
parallel execute,E,,,,2025-01-06 17:18:57.692897,2025-01-06 17:19:00.722869
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-06 17:18:57.822227,2025-01-06 17:18:57.823684
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-06 17:18:57.794438,2025-01-06 17:18:57.801220
parallel execute,D,,,,2025-01-06 17:18:54.643052,2025-01-06 17:18:57.692848
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-06 17:18:54.802179,2025-01-06 17:18:54.803656
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-06 17:18:54.747638,2025-01-06 17:18:54.754876
parallel execute,C,,,,2025-01-06 17:18:51.612920,2025-01-06 17:18:54.642999
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-06 17:18:51.708233,2025-01-06 17:18:51.719440
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-06 17:18:51.707961,2025-01-06 17:18:51.718786
parallel execute,B,,,,2025-01-06 17:18:48.563020,2025-01-06 17:18:51.612867
parallel execute,B-1,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-06 17:18:48.662122,2025-01-06 17:18:48.664916
parallel execute,B-2,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-06 17:18:48.607788,2025-01-06 17:18:48.613654
parallel execute,A,,,,2025-01-06 17:18:44.880750,2025-01-06 17:18:48.562959
parallel execute,A-1,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-06 17:18:45.511015,2025-01-06 17:18:45.521725
parallel execute,A-2,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-06 17:18:45.513788,2025-01-06 17:18:45.521382

