script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2025-01-06 17:21:38.177943,2025-01-06 17:22:02.562137
parallel execute,H,,,,2025-01-06 17:21:59.522073,2025-01-06 17:22:02.562067
parallel execute,H-1,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-06 17:21:59.614908,2025-01-06 17:21:59.621293
parallel execute,H-2,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-06 17:21:59.614942,2025-01-06 17:21:59.620294
parallel execute,G,,,,2025-01-06 17:21:56.482045,2025-01-06 17:21:59.522018
parallel execute,G-1,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-06 17:21:56.565189,2025-01-06 17:21:56.571797
parallel execute,G-2,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-06 17:21:56.565193,2025-01-06 17:21:56.570551
parallel execute,F,,,,2025-01-06 17:21:53.442032,2025-01-06 17:21:56.481991
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-06 17:21:53.453445,2025-01-06 17:21:53.454697
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-06 17:21:53.449928,2025-01-06 17:21:53.453116
parallel execute,E,,,,2025-01-06 17:21:50.402074,2025-01-06 17:21:53.441986
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-06 17:21:50.412997,2025-01-06 17:21:50.414238
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-06 17:21:50.410038,2025-01-06 17:21:50.412686
parallel execute,D,,,,2025-01-06 17:21:47.362082,2025-01-06 17:21:50.402020
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-06 17:21:47.372814,2025-01-06 17:21:47.373807
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-06 17:21:47.369784,2025-01-06 17:21:47.372493
parallel execute,C,,,,2025-01-06 17:21:44.322162,2025-01-06 17:21:47.362028
parallel execute,C-1,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-06 17:21:44.384980,2025-01-06 17:21:44.391903
parallel execute,C-2,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-06 17:21:44.384979,2025-01-06 17:21:44.390636
parallel execute,B,,,,2025-01-06 17:21:41.282191,2025-01-06 17:21:44.322106
parallel execute,B-1,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-06 17:21:41.315068,2025-01-06 17:21:41.322432
parallel execute,B-2,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-06 17:21:41.315064,2025-01-06 17:21:41.321101
parallel execute,A,,,,2025-01-06 17:21:38.177943,2025-01-06 17:21:41.282119
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-06 17:21:38.232870,2025-01-06 17:21:38.234295
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-06 17:21:38.230270,2025-01-06 17:21:38.232535
