script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,10000,,,2024-12-09 15:23:33.958218,2024-12-09 15:23:33.962561
sequential,B,10000,,,2024-12-09 15:23:33.962584,2024-12-09 15:23:33.967232
sequential,C,10000,,,2024-12-09 15:23:33.967252,2024-12-09 15:23:33.971935
sequential,D,10000,,,2024-12-09 15:23:33.971954,2024-12-09 15:23:33.976320
sequential,E,10000,,,2024-12-09 15:23:33.976340,2024-12-09 15:23:33.983122
sequential,F,10000,,,2024-12-09 15:23:33.983143,2024-12-09 15:23:33.987940
sequential,G,10000,,,2024-12-09 15:23:33.987957,2024-12-09 15:23:33.992251
sequential,H,10000,,,2024-12-09 15:23:33.992280,2024-12-09 15:23:33.996664
sequential,ALL,,,,2024-12-09 15:23:33.958218,2024-12-09 15:23:33.996692

