script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2024-12-09 15:37:49.424283,2024-12-09 15:38:13.833162
parallel execute,H,,,,2024-12-09 15:38:10.803135,2024-12-09 15:38:13.833091
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2024-12-09 15:38:10.856223,2024-12-09 15:38:10.862379
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2024-12-09 15:38:10.856260,2024-12-09 15:38:10.860930
parallel execute,G,,,,2024-12-09 15:38:07.753177,2024-12-09 15:38:10.803076
parallel execute,G-2,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2024-12-09 15:38:07.776090,2024-12-09 15:38:07.783858
parallel execute,G-1,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2024-12-09 15:38:07.775998,2024-12-09 15:38:07.781020
parallel execute,F,,,,2024-12-09 15:38:04.723246,2024-12-09 15:38:07.753120
parallel execute,F-2,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2024-12-09 15:38:04.789647,2024-12-09 15:38:04.790842
parallel execute,F-1,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2024-12-09 15:38:04.786244,2024-12-09 15:38:04.789301
parallel execute,E,,,,2024-12-09 15:38:01.673232,2024-12-09 15:38:04.723188
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2024-12-09 15:38:01.716009,2024-12-09 15:38:01.722760
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2024-12-09 15:38:01.716091,2024-12-09 15:38:01.721345
parallel execute,D,,,,2024-12-09 15:37:58.633187,2024-12-09 15:38:01.673168
parallel execute,D-2,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2024-12-09 15:37:58.644521,2024-12-09 15:37:58.645783
parallel execute,D-1,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2024-12-09 15:37:58.641229,2024-12-09 15:37:58.644206
parallel execute,C,,,,2024-12-09 15:37:55.593221,2024-12-09 15:37:58.633132
parallel execute,C-2,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2024-12-09 15:37:55.604195,2024-12-09 15:37:55.605612
parallel execute,C-1,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2024-12-09 15:37:55.601213,2024-12-09 15:37:55.603861
parallel execute,B,,,,2024-12-09 15:37:52.553198,2024-12-09 15:37:55.593164
parallel execute,B-2,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2024-12-09 15:37:52.564375,2024-12-09 15:37:52.565699
parallel execute,B-1,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2024-12-09 15:37:52.561280,2024-12-09 15:37:52.564023
parallel execute,A,,,,2024-12-09 15:37:49.424283,2024-12-09 15:37:52.553128
parallel execute,A-2,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2024-12-09 15:37:49.480132,2024-12-09 15:37:49.481735
parallel execute,A-1,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2024-12-09 15:37:49.477416,2024-12-09 15:37:49.479779



