script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,C,1000000,,,2025-01-11 16:13:52.120237,2025-01-11 16:13:57.894054
scheduler,G,1000000,,,2025-01-11 16:13:52.120256,2025-01-11 16:13:57.697039
scheduler,H,1000000,,,2025-01-11 16:13:52.120277,2025-01-11 16:13:57.829804
scheduler,E,1000000,,,2025-01-11 16:13:52.120283,2025-01-11 16:13:57.611093
scheduler,B,1000000,,,2025-01-11 16:13:52.120289,2025-01-11 16:13:57.759033
scheduler,D,1000000,,,2025-01-11 16:13:52.120305,2025-01-11 16:13:57.688339
scheduler,A,1000000,,,2025-01-11 16:13:52.120342,2025-01-11 16:13:57.932080
scheduler,F,1000000,,,2025-01-11 16:13:52.123196,2025-01-11 16:13:57.545965
scheduler,ALL,,,,2025-01-11 16:13:52.120237,2025-01-11 16:13:57.932080
