script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:31:49.017716,2025-01-09 12:31:49.018921
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:31:49.013620,2025-01-09 12:31:49.017360
parallel execute,H,,,,2025-01-09 12:31:49.004323,2025-01-09 12:31:52.044380
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:31:45.976100,2025-01-09 12:31:45.977315
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:31:45.972584,2025-01-09 12:31:45.975766
parallel execute,G,,,,2025-01-09 12:31:45.964338,2025-01-09 12:31:49.004258
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:31:42.937510,2025-01-09 12:31:42.938782
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:31:42.932288,2025-01-09 12:31:42.937143
parallel execute,F,,,,2025-01-09 12:31:42.924360,2025-01-09 12:31:45.964283
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:31:39.897230,2025-01-09 12:31:39.898540
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:31:39.893009,2025-01-09 12:31:39.896899
parallel execute,E,,,,2025-01-09 12:31:39.884620,2025-01-09 12:31:42.924297
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:31:36.856254,2025-01-09 12:31:36.857287
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:31:36.852101,2025-01-09 12:31:36.855932
parallel execute,D,,,,2025-01-09 12:31:36.844334,2025-01-09 12:31:39.884558
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:31:33.815249,2025-01-09 12:31:33.816691
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:31:33.812226,2025-01-09 12:31:33.814888
parallel execute,C,,,,2025-01-09 12:31:33.804252,2025-01-09 12:31:36.844273
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:31:30.780715,2025-01-09 12:31:30.782000
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:31:30.776540,2025-01-09 12:31:30.780347
parallel execute,B,,,,2025-01-09 12:31:30.764436,2025-01-09 12:31:33.804200
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:31:27.749562,2025-01-09 12:31:27.751197
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:31:27.745291,2025-01-09 12:31:27.749218
parallel execute,A,,,,2025-01-09 12:31:27.493581,2025-01-09 12:31:30.764348
parallel execute,ALL,,,,2025-01-09 12:31:27.493581,2025-01-09 12:31:52.044461

