script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:30:00.594383,2025-01-09 12:30:00.597165
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:30:00.559807,2025-01-09 12:30:00.567172
parallel execute,H,,,,2025-01-09 12:30:00.445314,2025-01-09 12:30:03.485204
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:29:57.425457,2025-01-09 12:29:57.426674
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:29:57.417527,2025-01-09 12:29:57.425063
parallel execute,G,,,,2025-01-09 12:29:57.405745,2025-01-09 12:30:00.445254
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:29:54.384571,2025-01-09 12:29:54.385786
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:29:54.375503,2025-01-09 12:29:54.384179
parallel execute,F,,,,2025-01-09 12:29:54.365240,2025-01-09 12:29:57.405644
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:29:51.344808,2025-01-09 12:29:51.346099
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:29:51.335968,2025-01-09 12:29:51.344397
parallel execute,E,,,,2025-01-09 12:29:51.325449,2025-01-09 12:29:54.365188
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:29:48.401487,2025-01-09 12:29:48.410784
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:29:48.401226,2025-01-09 12:29:48.411541
parallel execute,D,,,,2025-01-09 12:29:48.285509,2025-01-09 12:29:51.325378
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:29:45.273359,2025-01-09 12:29:45.274790
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:29:45.265145,2025-01-09 12:29:45.272998
parallel execute,C,,,,2025-01-09 12:29:45.255511,2025-01-09 12:29:48.285455
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:29:42.243634,2025-01-09 12:29:42.244882
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:29:42.234132,2025-01-09 12:29:42.243188
parallel execute,B,,,,2025-01-09 12:29:42.223674,2025-01-09 12:29:45.255446
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:29:39.085969,2025-01-09 12:29:39.087433
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:29:39.073966,2025-01-09 12:29:39.084378
parallel execute,A,,,,2025-01-09 12:29:38.497889,2025-01-09 12:29:42.223606
parallel execute,ALL,,,,2025-01-09 12:29:38.497889,2025-01-09 12:30:03.485621
