script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,1000000,,,2025-01-11 15:04:54.282150,2025-01-11 15:04:54.726791
sequential,B,1000000,,,2025-01-11 15:04:54.726843,2025-01-11 15:04:55.176536
sequential,C,1000000,,,2025-01-11 15:04:55.176568,2025-01-11 15:04:55.635643
sequential,D,1000000,,,2025-01-11 15:04:55.635675,2025-01-11 15:04:56.095651
sequential,E,1000000,,,2025-01-11 15:04:56.095692,2025-01-11 15:04:56.549971
sequential,F,1000000,,,2025-01-11 15:04:56.550000,2025-01-11 15:04:57.079110
sequential,G,1000000,,,2025-01-11 15:04:57.079148,2025-01-11 15:04:57.585728
sequential,H,1000000,,,2025-01-11 15:04:57.585781,2025-01-11 15:04:58.066155
sequential,ALL,,,,2025-01-11 15:04:54.282150,2025-01-11 15:04:58.066192
