script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,1000000,,,2025-01-10 10:34:46.935060,2025-01-10 10:34:47.471820
sequential,B,1000000,,,2025-01-10 10:34:47.471891,2025-01-10 10:34:47.958034
sequential,C,1000000,,,2025-01-10 10:34:47.958089,2025-01-10 10:34:48.426548
sequential,D,1000000,,,2025-01-10 10:34:48.426601,2025-01-10 10:34:48.897924
sequential,E,1000000,,,2025-01-10 10:34:48.897971,2025-01-10 10:34:49.452370
sequential,F,1000000,,,2025-01-10 10:34:49.452423,2025-01-10 10:34:49.960094
sequential,G,1000000,,,2025-01-10 10:34:49.960148,2025-01-10 10:34:50.460592
sequential,H,1000000,,,2025-01-10 10:34:50.460655,2025-01-10 10:34:50.946009
sequential,ALL,,,,2025-01-10 10:34:46.935060,2025-01-10 10:34:50.946399
