script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,A,10000,,,2025-01-06 17:17:23.488572,2025-01-06 17:17:23.492478
scheduler,D,10000,,,2025-01-06 17:17:23.612535,2025-01-06 17:17:23.661510
scheduler,G,10000,,,2025-01-06 17:17:23.612899,2025-01-06 17:17:23.667199
scheduler,C,10000,,,2025-01-06 17:17:23.613085,2025-01-06 17:17:23.670683
scheduler,B,10000,,,2025-01-06 17:17:23.622876,2025-01-06 17:17:23.680438
scheduler,F,10000,,,2025-01-06 17:17:23.623003,2025-01-06 17:17:23.681014
scheduler,H,10000,,,2025-01-06 17:17:23.623007,2025-01-06 17:17:23.677219
scheduler,E,10000,,,2025-01-06 17:17:23.623014,2025-01-06 17:17:23.681166
scheduler,ALL,,,,2025-01-06 17:17:23.488572,2025-01-06 17:17:23.681166

