script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,H,10000,,,2025-01-06 17:16:35.513578,2025-01-06 17:16:35.563600
scheduler,D,10000,,,2025-01-06 17:16:35.503467,2025-01-06 17:16:35.563190
scheduler,C,10000,,,2025-01-06 17:16:35.503051,2025-01-06 17:16:35.562866
scheduler,F,10000,,,2025-01-06 17:16:35.492681,2025-01-06 17:16:35.557905
scheduler,A,10000,,,2025-01-06 17:16:35.493753,2025-01-06 17:16:35.556133
scheduler,B,10000,,,2025-01-06 17:16:35.483217,2025-01-06 17:16:35.543067
scheduler,E,10000,,,2025-01-06 17:16:35.483233,2025-01-06 17:16:35.542309
scheduler,G,10000,,,2025-01-06 17:16:35.483093,2025-01-06 17:16:35.531038
scheduler,ALL,,,,2025-01-06 17:16:35.483093,2025-01-06 17:16:35.563600

