script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2025-01-06 17:04:07.159689,2025-01-06 17:04:31.740316
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-06 17:04:28.739470,2025-01-06 17:04:28.745091
parallel execute,H,,,,2025-01-06 17:04:28.700319,2025-01-06 17:04:31.740242
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-06 17:04:28.736717,2025-01-06 17:04:28.748435
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-06 17:04:25.688612,2025-01-06 17:04:25.695639
parallel execute,G,,,,2025-01-06 17:04:25.660419,2025-01-06 17:04:28.700258
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-06 17:04:25.684391,2025-01-06 17:04:25.697058
parallel execute,F-1,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-06 17:04:22.642253,2025-01-06 17:04:22.645268
parallel execute,F,,,,2025-01-06 17:04:22.621454,2025-01-06 17:04:25.660361
parallel execute,F-2,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-06 17:04:22.645606,2025-01-06 17:04:22.646845
parallel execute,E-1,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-06 17:04:19.592881,2025-01-06 17:04:19.597716
parallel execute,E,,,,2025-01-06 17:04:19.580328,2025-01-06 17:04:22.621409
parallel execute,E-2,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-06 17:04:19.598064,2025-01-06 17:04:19.601144
parallel execute,D-1,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-06 17:04:16.561937,2025-01-06 17:04:16.564833
parallel execute,D,,,,2025-01-06 17:04:16.540308,2025-01-06 17:04:19.580262
parallel execute,D-2,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-06 17:04:16.565170,2025-01-06 17:04:16.566227
parallel execute,C-1,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-06 17:04:13.509591,2025-01-06 17:04:13.512358
parallel execute,C,,,,2025-01-06 17:04:13.500326,2025-01-06 17:04:16.540251
parallel execute,C-2,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-06 17:04:13.512729,2025-01-06 17:04:13.515207
parallel execute,B-1,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-06 17:04:10.482173,2025-01-06 17:04:10.484949
parallel execute,B,,,,2025-01-06 17:04:10.460438,2025-01-06 17:04:13.500265
parallel execute,B-2,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-06 17:04:10.485370,2025-01-06 17:04:10.486679
parallel execute,A,,,,2025-01-06 17:04:07.159689,2025-01-06 17:04:10.460372
parallel execute,A-1,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-06 17:04:07.432298,2025-01-06 17:04:07.434612
parallel execute,A-2,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-06 17:04:07.434988,2025-01-06 17:04:07.436528
