script,count,avg_duration
sequential,10000,53224.0
scheduler,10000,150306.33333333334
parallel execute,10000,23724690.333333332

sequential,100000,407779.3333333333
scheduler,100000,430874.0
parallel execute,100000,23705256.666666668

sequential,1000000,3769955.0
scheduler,1000000,3899426.6666666665
parallel execute,1000000,24725545.666666668
