script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:28:43.485643,2025-01-09 08:28:43.486931
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:28:43.482614,2025-01-09 08:28:43.485269
parallel execute,H,,,,2025-01-09 08:28:43.439681,2025-01-09 08:28:46.469303
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:28:40.482642,2025-01-09 08:28:40.488144
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:28:40.482621,2025-01-09 08:28:40.489454
parallel execute,G,,,,2025-01-09 08:28:40.389684,2025-01-09 08:28:43.439624
parallel execute,F-1,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:28:37.424250,2025-01-09 08:28:37.427444
parallel execute,F-2,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:28:37.422697,2025-01-09 08:28:37.424025
parallel execute,F,,,,2025-01-09 08:28:37.359690,2025-01-09 08:28:40.389622
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:28:34.320642,2025-01-09 08:28:34.322019
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:28:34.317736,2025-01-09 08:28:34.320333
parallel execute,E,,,,2025-01-09 08:28:34.309764,2025-01-09 08:28:37.359635
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:28:31.372421,2025-01-09 08:28:31.377342
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:28:31.372394,2025-01-09 08:28:31.378659
parallel execute,D,,,,2025-01-09 08:28:31.279743,2025-01-09 08:28:34.309695
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:28:28.272595,2025-01-09 08:28:28.278604
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:28:28.272595,2025-01-09 08:28:28.280049
parallel execute,C,,,,2025-01-09 08:28:28.239938,2025-01-09 08:28:31.279668
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:28:25.303128,2025-01-09 08:28:25.309233
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:28:25.303074,2025-01-09 08:28:25.310426
parallel execute,B,,,,2025-01-09 08:28:25.189693,2025-01-09 08:28:28.239877
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:28:22.252511,2025-01-09 08:28:22.253983
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:28:22.249823,2025-01-09 08:28:22.252131
parallel execute,A,,,,2025-01-09 08:28:21.926335,2025-01-09 08:28:25.189626
parallel execute,ALL,,,,2025-01-09 08:28:21.926335,2025-01-09 08:28:46.469384

