script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,H,10000,,,2025-01-09 08:20:03.452921,2025-01-09 08:20:03.462587
sequential,G,10000,,,2025-01-09 08:20:03.444410,2025-01-09 08:20:03.452895
sequential,F,10000,,,2025-01-09 08:20:03.434435,2025-01-09 08:20:03.444383
sequential,E,10000,,,2025-01-09 08:20:03.424613,2025-01-09 08:20:03.434409
sequential,D,10000,,,2025-01-09 08:20:03.414246,2025-01-09 08:20:03.424585
sequential,C,10000,,,2025-01-09 08:20:03.402965,2025-01-09 08:20:03.414219
sequential,B,10000,,,2025-01-09 08:20:03.393313,2025-01-09 08:20:03.402938
sequential,A,10000,,,2025-01-09 08:20:03.380543,2025-01-09 08:20:03.393273
sequential,ALL,,,,2025-01-09 08:20:03.380543,2025-01-09 08:20:03.462963

