script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 08:27:20.166741,2025-01-09 08:27:20.167858
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 08:27:20.159836,2025-01-09 08:27:20.166345
parallel execute,H,,,,2025-01-09 08:27:20.150406,2025-01-09 08:27:23.200268
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 08:27:17.219506,2025-01-09 08:27:17.221406
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 08:27:17.204780,2025-01-09 08:27:17.211198
parallel execute,G,,,,2025-01-09 08:27:17.120367,2025-01-09 08:27:20.150339
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 08:27:14.095382,2025-01-09 08:27:14.105516
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 08:27:14.095093,2025-01-09 08:27:14.106184
parallel execute,F,,,,2025-01-09 08:27:14.070789,2025-01-09 08:27:17.120315
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 08:27:11.190129,2025-01-09 08:27:11.191488
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 08:27:11.135456,2025-01-09 08:27:11.143018
parallel execute,E,,,,2025-01-09 08:27:11.030773,2025-01-09 08:27:14.070727
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 08:27:08.109822,2025-01-09 08:27:08.111480
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 08:27:08.055225,2025-01-09 08:27:08.062520
parallel execute,D,,,,2025-01-09 08:27:07.990862,2025-01-09 08:27:11.030711
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 08:27:05.079790,2025-01-09 08:27:05.081206
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 08:27:05.072842,2025-01-09 08:27:05.079372
parallel execute,C,,,,2025-01-09 08:27:04.950688,2025-01-09 08:27:07.990799
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 08:27:02.029822,2025-01-09 08:27:02.031425
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 08:27:01.975038,2025-01-09 08:27:01.981972
parallel execute,B,,,,2025-01-09 08:27:01.910736,2025-01-09 08:27:04.950638
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 08:26:58.877286,2025-01-09 08:26:58.888675
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 08:26:58.877045,2025-01-09 08:26:58.888138
parallel execute,A,,,,2025-01-09 08:26:58.238137,2025-01-09 08:27:01.910677
parallel execute,ALL,,,,2025-01-09 08:26:58.238137,2025-01-09 08:27:23.200609
