script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,H,10000,,,2025-01-09 08:20:38.922662,2025-01-09 08:20:38.927239
sequential,G,10000,,,2025-01-09 08:20:38.918569,2025-01-09 08:20:38.922645
sequential,F,10000,,,2025-01-09 08:20:38.913896,2025-01-09 08:20:38.918553
sequential,E,10000,,,2025-01-09 08:20:38.909417,2025-01-09 08:20:38.913879
sequential,D,10000,,,2025-01-09 08:20:38.905194,2025-01-09 08:20:38.909400
sequential,C,10000,,,2025-01-09 08:20:38.900558,2025-01-09 08:20:38.905176
sequential,B,10000,,,2025-01-09 08:20:38.895937,2025-01-09 08:20:38.900542
sequential,A,10000,,,2025-01-09 08:20:38.891726,2025-01-09 08:20:38.895914
sequential,ALL,,,,2025-01-09 08:20:38.891726,2025-01-09 08:20:38.927264

