script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,100000,,,2025-01-10 09:31:35.874382,2025-01-10 09:31:35.928745
sequential,B,100000,,,2025-01-10 09:31:35.928792,2025-01-10 09:31:35.980769
sequential,C,100000,,,2025-01-10 09:31:35.980809,2025-01-10 09:31:36.032587
sequential,D,100000,,,2025-01-10 09:31:36.032629,2025-01-10 09:31:36.082768
sequential,E,100000,,,2025-01-10 09:31:36.082808,2025-01-10 09:31:36.132790
sequential,F,100000,,,2025-01-10 09:31:36.132829,2025-01-10 09:31:36.183731
sequential,G,100000,,,2025-01-10 09:31:36.183771,2025-01-10 09:31:36.235389
sequential,H,100000,,,2025-01-10 09:31:36.235431,2025-01-10 09:31:36.285130
sequential,ALL,,,,2025-01-10 09:31:35.874382,2025-01-10 09:31:36.285419
