script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2025-01-06 15:59:00.780853,2025-01-06 15:59:25.158574
parallel execute,H,,,,2025-01-06 15:59:22.118550,2025-01-06 15:59:25.158504
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-06 15:59:22.129417,2025-01-06 15:59:22.130741
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-06 15:59:22.126420,2025-01-06 15:59:22.129052
parallel execute,G,,,,2025-01-06 15:59:19.078576,2025-01-06 15:59:22.118497
parallel execute,G-1,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-06 15:59:19.193474,2025-01-06 15:59:19.198412
parallel execute,G-2,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-06 15:59:19.193542,2025-01-06 15:59:19.196016
parallel execute,F,,,,2025-01-06 15:59:16.048559,2025-01-06 15:59:19.078518
parallel execute,F-1,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-06 15:59:16.081319,2025-01-06 15:59:16.087776
parallel execute,F-2,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-06 15:59:16.082131,2025-01-06 15:59:16.083338
parallel execute,E,,,,2025-01-06 15:59:13.008577,2025-01-06 15:59:16.048503
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-06 15:59:13.073158,2025-01-06 15:59:13.075735
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-06 15:59:13.071386,2025-01-06 15:59:13.073994
parallel execute,D,,,,2025-01-06 15:59:09.958567,2025-01-06 15:59:13.008512
parallel execute,D-1,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-06 15:59:10.001125,2025-01-06 15:59:10.005533
parallel execute,D-2,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-06 15:59:10.002975,2025-01-06 15:59:10.004101
parallel execute,C,,,,2025-01-06 15:59:06.918596,2025-01-06 15:59:09.958509
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-06 15:59:06.929394,2025-01-06 15:59:06.931043
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-06 15:59:06.926393,2025-01-06 15:59:06.929068
parallel execute,B,,,,2025-01-06 15:59:03.878715,2025-01-06 15:59:06.918532
parallel execute,B-1,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-06 15:59:03.983069,2025-01-06 15:59:03.987767
parallel execute,B-2,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-06 15:59:03.983682,2025-01-06 15:59:03.985283
parallel execute,A,,,,2025-01-06 15:59:00.780853,2025-01-06 15:59:03.878630
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-06 15:59:00.839674,2025-01-06 15:59:00.841299
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-06 15:59:00.836773,2025-01-06 15:59:00.839284




