script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,ALL,,,,2025-01-06 15:56:11.871255,2025-01-06 15:56:36.839698
parallel execute,H,,,,2025-01-06 15:56:33.799407,2025-01-06 15:56:36.839353
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-06 15:56:33.816207,2025-01-06 15:56:33.817564
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-06 15:56:33.809121,2025-01-06 15:56:33.815816
parallel execute,G,,,,2025-01-06 15:56:30.759433,2025-01-06 15:56:33.799344
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-06 15:56:30.775915,2025-01-06 15:56:30.777163
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-06 15:56:30.769047,2025-01-06 15:56:30.775522
parallel execute,F,,,,2025-01-06 15:56:27.729359,2025-01-06 15:56:30.759371
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-06 15:56:27.748330,2025-01-06 15:56:27.749466
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-06 15:56:27.740158,2025-01-06 15:56:27.747965
parallel execute,E,,,,2025-01-06 15:56:24.679414,2025-01-06 15:56:27.729305
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-06 15:56:24.697183,2025-01-06 15:56:24.698533
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-06 15:56:24.689373,2025-01-06 15:56:24.696790
parallel execute,D,,,,2025-01-06 15:56:21.639467,2025-01-06 15:56:24.679364
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-06 15:56:21.656275,2025-01-06 15:56:21.657444
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-06 15:56:21.649089,2025-01-06 15:56:21.655892
parallel execute,C,,,,2025-01-06 15:56:18.599487,2025-01-06 15:56:21.639415
parallel execute,C-1,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-06 15:56:18.706169,2025-01-06 15:56:18.716157
parallel execute,C-2,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-06 15:56:18.706379,2025-01-06 15:56:18.715216
parallel execute,B,,,,2025-01-06 15:56:15.569416,2025-01-06 15:56:18.599432
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-06 15:56:15.648587,2025-01-06 15:56:15.658757
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-06 15:56:15.647254,2025-01-06 15:56:15.658103
parallel execute,A,,,,2025-01-06 15:56:11.871255,2025-01-06 15:56:15.569352
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-06 15:56:12.429631,2025-01-06 15:56:12.431215
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-06 15:56:12.420424,2025-01-06 15:56:12.428137

