script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,A,1000000,,,2025-01-11 14:42:37.654143,2025-01-11 14:42:42.893419
scheduler,H,1000000,,,2025-01-11 14:42:37.758483,2025-01-11 14:42:43.891285
scheduler,G,1000000,,,2025-01-11 14:42:37.758816,2025-01-11 14:42:43.954312
scheduler,D,1000000,,,2025-01-11 14:42:37.767228,2025-01-11 14:42:43.902355
scheduler,E,1000000,,,2025-01-11 14:42:37.770179,2025-01-11 14:42:43.636114
scheduler,C,1000000,,,2025-01-11 14:42:37.773032,2025-01-11 14:42:43.864791
scheduler,B,1000000,,,2025-01-11 14:42:37.791563,2025-01-11 14:42:43.692771
scheduler,F,1000000,,,2025-01-11 14:42:37.797244,2025-01-11 14:42:43.959011
scheduler,ALL,,,,2025-01-11 14:42:37.654143,2025-01-11 14:42:43.959011
