script,count,avg_duration
sequential,10000,56826.666666666664
scheduler,10000,44600.333333333336
parallel execute,10000,24651243.666666668

sequential,100000,366813.3333333333
scheduler,100000,661507.3333333334
parallel execute,100000,24710554.0

sequential,1000000,3995239.6666666665
scheduler,1000000,6853975.333333333
parallel execute,1000000,35958971.666666664
