script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,A,100000,,,2025-01-10 09:15:05.568375,2025-01-10 09:15:05.613386
scheduler,D,100000,,,2025-01-10 09:15:05.677039,2025-01-10 09:15:06.054746
scheduler,E,100000,,,2025-01-10 09:15:05.677041,2025-01-10 09:15:06.141905
scheduler,H,100000,,,2025-01-10 09:15:05.678642,2025-01-10 09:15:06.149536
scheduler,F,100000,,,2025-01-10 09:15:05.678146,2025-01-10 09:15:06.176295
scheduler,G,100000,,,2025-01-10 09:15:05.678728,2025-01-10 09:15:06.205181
scheduler,B,100000,,,2025-01-10 09:15:05.677880,2025-01-10 09:15:06.212203
scheduler,C,100000,,,2025-01-10 09:15:05.677956,2025-01-10 09:15:06.219252
scheduler,ALL,,,,2025-01-10 09:15:05.568375,2025-01-10 09:15:06.219252

