script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,100000,,,2025-01-10 09:13:09.505120,2025-01-10 09:13:09.570203
sequential,B,100000,,,2025-01-10 09:13:09.570242,2025-01-10 09:13:09.634898
sequential,C,100000,,,2025-01-10 09:13:09.634931,2025-01-10 09:13:09.695148
sequential,D,100000,,,2025-01-10 09:13:09.695182,2025-01-10 09:13:09.758774
sequential,E,100000,,,2025-01-10 09:13:09.758814,2025-01-10 09:13:09.846473
sequential,F,100000,,,2025-01-10 09:13:09.846510,2025-01-10 09:13:09.908408
sequential,G,100000,,,2025-01-10 09:13:09.908451,2025-01-10 09:13:09.972113
sequential,H,100000,,,2025-01-10 09:13:09.972147,2025-01-10 09:13:10.035151
sequential,ALL,,,,2025-01-10 09:13:09.505120,2025-01-10 09:13:10.035511
