script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,A,1000000,,,2025-01-11 15:04:33.610273,2025-01-11 15:04:34.062138
sequential,B,1000000,,,2025-01-11 15:04:34.062348,2025-01-11 15:04:34.511459
sequential,C,1000000,,,2025-01-11 15:04:34.511504,2025-01-11 15:04:34.965100
sequential,D,1000000,,,2025-01-11 15:04:34.965308,2025-01-11 15:04:35.505487
sequential,E,1000000,,,2025-01-11 15:04:35.505801,2025-01-11 15:04:35.983260
sequential,F,1000000,,,2025-01-11 15:04:35.983741,2025-01-11 15:04:36.429498
sequential,G,1000000,,,2025-01-11 15:04:36.429530,2025-01-11 15:04:36.885783
sequential,H,1000000,,,2025-01-11 15:04:36.885815,2025-01-11 15:04:37.331257
sequential,ALL,,,,2025-01-11 15:04:33.610273,2025-01-11 15:04:37.331293
