script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:33:37.127806,2025-01-09 12:33:37.132853
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:33:37.127714,2025-01-09 12:33:37.133979
parallel execute,H,,,,2025-01-09 12:33:37.004538,2025-01-09 12:33:40.044501
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:33:33.975679,2025-01-09 12:33:33.976869
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:33:33.972862,2025-01-09 12:33:33.975359
parallel execute,G,,,,2025-01-09 12:33:33.964548,2025-01-09 12:33:37.004475
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:33:30.936139,2025-01-09 12:33:30.937340
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:33:30.932739,2025-01-09 12:33:30.935817
parallel execute,F,,,,2025-01-09 12:33:30.924598,2025-01-09 12:33:33.964482
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:33:27.895679,2025-01-09 12:33:27.896956
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:33:27.892745,2025-01-09 12:33:27.895370
parallel execute,E,,,,2025-01-09 12:33:27.884527,2025-01-09 12:33:30.924542
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:33:24.959912,2025-01-09 12:33:24.964784
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:33:24.958456,2025-01-09 12:33:24.965100
parallel execute,D,,,,2025-01-09 12:33:24.844605,2025-01-09 12:33:27.884470
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:33:21.818856,2025-01-09 12:33:21.820424
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:33:21.814423,2025-01-09 12:33:21.818529
parallel execute,C,,,,2025-01-09 12:33:21.804579,2025-01-09 12:33:24.844540
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:33:18.775838,2025-01-09 12:33:18.777148
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:33:18.772566,2025-01-09 12:33:18.775448
parallel execute,B,,,,2025-01-09 12:33:18.764585,2025-01-09 12:33:21.804521
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:33:15.688117,2025-01-09 12:33:15.689753
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:33:15.684190,2025-01-09 12:33:15.687760
parallel execute,A,,,,2025-01-09 12:33:15.425553,2025-01-09 12:33:18.764520
parallel execute,ALL,,,,2025-01-09 12:33:15.425553,2025-01-09 12:33:40.044574
