script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:05:24.784188,2025-01-09 12:05:24.785379
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:05:24.781369,2025-01-09 12:05:24.783858
parallel execute,H,,,,2025-01-09 12:05:24.773136,2025-01-09 12:05:27.812956
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:05:21.743872,2025-01-09 12:05:21.745100
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:05:21.741062,2025-01-09 12:05:21.743560
parallel execute,G,,,,2025-01-09 12:05:21.733082,2025-01-09 12:05:24.773076
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:05:18.707355,2025-01-09 12:05:18.708612
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:05:18.701017,2025-01-09 12:05:18.707021
parallel execute,F,,,,2025-01-09 12:05:18.693050,2025-01-09 12:05:21.732999
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:05:15.665865,2025-01-09 12:05:15.667194
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:05:15.660948,2025-01-09 12:05:15.665511
parallel execute,E,,,,2025-01-09 12:05:15.653083,2025-01-09 12:05:18.692974
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:05:12.626747,2025-01-09 12:05:12.627766
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:05:12.621772,2025-01-09 12:05:12.626424
parallel execute,D,,,,2025-01-09 12:05:12.613530,2025-01-09 12:05:15.653013
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:05:09.583989,2025-01-09 12:05:09.585353
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:05:09.581029,2025-01-09 12:05:09.583642
parallel execute,C,,,,2025-01-09 12:05:09.573073,2025-01-09 12:05:12.613465
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:05:06.639820,2025-01-09 12:05:06.641268
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:05:06.636006,2025-01-09 12:05:06.639619
parallel execute,B,,,,2025-01-09 12:05:06.533059,2025-01-09 12:05:09.573013
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:05:03.467313,2025-01-09 12:05:03.468775
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:05:03.464717,2025-01-09 12:05:03.466982
parallel execute,A,,,,2025-01-09 12:05:03.217697,2025-01-09 12:05:06.532984
parallel execute,ALL,,,,2025-01-09 12:05:03.217697,2025-01-09 12:05:27.813035

