script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
sequential,H,10000,,,2025-01-09 11:57:21.239686,2025-01-09 11:57:21.248285
sequential,G,10000,,,2025-01-09 11:57:21.231096,2025-01-09 11:57:21.239657
sequential,F,10000,,,2025-01-09 11:57:21.221638,2025-01-09 11:57:21.231064
sequential,E,10000,,,2025-01-09 11:57:21.211727,2025-01-09 11:57:21.221604
sequential,D,10000,,,2025-01-09 11:57:21.202738,2025-01-09 11:57:21.211698
sequential,C,10000,,,2025-01-09 11:57:21.193025,2025-01-09 11:57:21.202702
sequential,B,10000,,,2025-01-09 11:57:21.183745,2025-01-09 11:57:21.192992
sequential,A,10000,,,2025-01-09 11:57:21.171829,2025-01-09 11:57:21.183709
sequential,ALL,,,,2025-01-09 11:57:21.171829,2025-01-09 11:57:21.248647

