script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
scheduler,F,10000,,,2025-01-09 12:00:37.328511,2025-01-09 12:00:37.367005
scheduler,H,10000,,,2025-01-09 12:00:37.328426,2025-01-09 12:00:37.402878
scheduler,A,10000,,,2025-01-09 12:00:37.328624,2025-01-09 12:00:37.402936
scheduler,G,10000,,,2025-01-09 12:00:37.328639,2025-01-09 12:00:37.404958
scheduler,D,10000,,,2025-01-09 12:00:37.329309,2025-01-09 12:00:37.405370
scheduler,C,10000,,,2025-01-09 12:00:37.329154,2025-01-09 12:00:37.407646
scheduler,E,10000,,,2025-01-09 12:00:37.329756,2025-01-09 12:00:37.408142
scheduler,B,10000,,,2025-01-09 12:00:37.329267,2025-01-09 12:00:37.408392
scheduler,ALL,,,,2025-01-09 12:00:37.328426,2025-01-09 12:00:37.408392

