script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,H-1,3578,AAARnYAAAAAAf+CAAA,AAARnYAAAAAAf+fH//,2025-01-09 12:01:54.559299,2025-01-09 12:01:54.568670
parallel execute,H-2,6422,AAARnYAAAAAAb/QAAA,AAARnYAAAAAAf+BH//,2025-01-09 12:01:54.558506,2025-01-09 12:01:54.569636
parallel execute,H,,,,2025-01-09 12:01:54.453837,2025-01-09 12:01:57.494261
parallel execute,G-1,3593,AAARnXAAAAAAf86AAA,AAARnXAAAAAAf9XH//,2025-01-09 12:01:51.432124,2025-01-09 12:01:51.433285
parallel execute,G-2,6407,AAARnXAAAAAAb/IAAA,AAARnXAAAAAAf85H//,2025-01-09 12:01:51.424748,2025-01-09 12:01:51.431790
parallel execute,G,,,,2025-01-09 12:01:51.413814,2025-01-09 12:01:54.453756
parallel execute,F-1,3580,AAARnWAAAAAAf7yAAA,AAARnWAAAAAAf8PH//,2025-01-09 12:01:48.522866,2025-01-09 12:01:48.526642
parallel execute,F-2,6420,AAARnWAAAAAAb/AAAA,AAARnWAAAAAAf7xH//,2025-01-09 12:01:48.468165,2025-01-09 12:01:48.476815
parallel execute,F,,,,2025-01-09 12:01:48.373786,2025-01-09 12:01:51.413758
parallel execute,E-1,3567,AAARnVAAAAAAf6qAAA,AAARnVAAAAAAf7HH//,2025-01-09 12:01:45.398465,2025-01-09 12:01:45.409122
parallel execute,E-2,6433,AAARnVAAAAAAb+4AAA,AAARnVAAAAAAf6pH//,2025-01-09 12:01:45.398251,2025-01-09 12:01:45.410101
parallel execute,E,,,,2025-01-09 12:01:45.333962,2025-01-09 12:01:48.373725
parallel execute,D-1,3585,AAARnUAAAAAAcDiAAA,AAARnUAAAAAAcD/H//,2025-01-09 12:01:42.434793,2025-01-09 12:01:42.435833
parallel execute,D-2,6415,AAARnUAAAAAAb+wAAA,AAARnUAAAAAAcDhH//,2025-01-09 12:01:42.425814,2025-01-09 12:01:42.434358
parallel execute,D,,,,2025-01-09 12:01:42.293736,2025-01-09 12:01:45.333910
parallel execute,C-1,3577,AAARnTAAAAAAcCqAAA,AAARnTAAAAAAf3/H//,2025-01-09 12:01:39.319326,2025-01-09 12:01:39.329432
parallel execute,C-2,6423,AAARnTAAAAAAb+oAAA,AAARnTAAAAAAcCpH//,2025-01-09 12:01:39.318585,2025-01-09 12:01:39.329479
parallel execute,C,,,,2025-01-09 12:01:39.263858,2025-01-09 12:01:42.293683
parallel execute,B-1,3576,AAARnSAAAAAAf3SAAA,AAARnSAAAAAAf3vH//,2025-01-09 12:01:36.336153,2025-01-09 12:01:36.347106
parallel execute,B-2,6424,AAARnSAAAAAAb+IAAA,AAARnSAAAAAAf3RH//,2025-01-09 12:01:36.335631,2025-01-09 12:01:36.347717
parallel execute,B,,,,2025-01-09 12:01:36.224344,2025-01-09 12:01:39.263792
parallel execute,A-1,3570,AAARnRAAAAAAcECAAA,AAARnRAAAAAAf2nH//,2025-01-09 12:01:33.140445,2025-01-09 12:01:33.141909
parallel execute,A-2,6430,AAARnRAAAAAACfwAAA,AAARnRAAAAAAcEBH//,2025-01-09 12:01:33.127717,2025-01-09 12:01:33.138803
parallel execute,A,,,,2025-01-09 12:01:32.563012,2025-01-09 12:01:36.224272
parallel execute,ALL,,,,2025-01-09 12:01:32.563012,2025-01-09 12:01:57.494638

