script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,6547,AAARpbAAAAAAg/cAAA,AAARpbAAAAAAhANH//,2025-01-17 09:39:03.427296,2025-01-17 09:39:03.433621
parallel execute,A,6545,AAARpbAAAAAAhAOAAA,AAARpbAAAAAAhA/H//,2025-01-17 09:39:03.431480,2025-01-17 09:39:03.439798
parallel execute,A,6530,AAARpbAAAAAAhBAAAA,AAARpbAAAAAAhBxH//,2025-01-17 09:39:03.434318,2025-01-17 09:39:03.441558
parallel execute,A,6541,AAARpbAAAAAAhByAAA,AAARpbAAAAAAhCjH//,2025-01-17 09:39:03.440494,2025-01-17 09:39:03.449552
parallel execute,A,6544,AAARpbAAAAAAhCkAAA,AAARpbAAAAAAhDVH//,2025-01-17 09:39:03.442235,2025-01-17 09:39:03.450475
parallel execute,A,6548,AAARpbAAAAAAhDWAAA,AAARpbAAAAAAhEHH//,2025-01-17 09:39:03.450242,2025-01-17 09:39:03.455304
parallel execute,A,6562,AAARpbAAAAAAhEIAAA,AAARpbAAAAAAhE5H//,2025-01-17 09:39:03.451120,2025-01-17 09:39:03.457929
parallel execute,A,6534,AAARpbAAAAAAhE6AAA,AAARpbAAAAAAhFrH//,2025-01-17 09:39:03.456014,2025-01-17 09:39:03.463648
parallel execute,A,6546,AAARpbAAAAAAhFsAAA,AAARpbAAAAAAhGdH//,2025-01-17 09:39:03.458559,2025-01-17 09:39:03.466754
parallel execute,A,6546,AAARpbAAAAAAhGeAAA,AAARpbAAAAAAhHPH//,2025-01-17 09:39:03.464340,2025-01-17 09:39:03.471929
parallel execute,A,6555,AAARpbAAAAAAhHQAAA,AAARpbAAAAAAhIBH//,2025-01-17 09:39:03.467424,2025-01-17 09:39:03.473808
parallel execute,A,6531,AAARpbAAAAAAhICAAA,AAARpbAAAAAAhIzH//,2025-01-17 09:39:03.472645,2025-01-17 09:39:03.479967
parallel execute,A,6586,AAARpbAAAAAAhI0AAA,AAARpbAAAAAAhJlH//,2025-01-17 09:39:03.474484,2025-01-17 09:39:03.480879
parallel execute,A,6561,AAARpbAAAAAAhJmAAA,AAARpbAAAAAAhKXH//,2025-01-17 09:39:03.480681,2025-01-17 09:39:03.486321
parallel execute,A,6549,AAARpbAAAAAAhKYAAA,AAARpbAAAAAAhLJH//,2025-01-17 09:39:03.481554,2025-01-17 09:39:03.488694
parallel execute,A,6560,AAARpbAAAAAAhLKAAA,AAARpbAAAAAAhL7H//,2025-01-17 09:39:03.486981,2025-01-17 09:39:03.495018
parallel execute,A,6556,AAARpbAAAAAAhL8AAA,AAARpbAAAAAAhMtH//,2025-01-17 09:39:03.489352,2025-01-17 09:39:03.496453
parallel execute,A,6549,AAARpbAAAAAAt4cAAA,AAARpbAAAAAAt5NH//,2025-01-17 09:39:03.495729,2025-01-17 09:39:03.501967
parallel execute,A,6557,AAARpbAAAAAAt5OAAA,AAARpbAAAAAAt5/H//,2025-01-17 09:39:03.497104,2025-01-17 09:39:03.503424
parallel execute,A,6557,AAARpbAAAAAAt6AAAA,AAARpbAAAAAAt6xH//,2025-01-17 09:39:03.502605,2025-01-17 09:39:03.510090
parallel execute,A,6534,AAARpbAAAAAAt6yAAA,AAARpbAAAAAAt7jH//,2025-01-17 09:39:03.504128,2025-01-17 09:39:03.511294
parallel execute,A,6544,AAARpbAAAAAAt7kAAA,AAARpbAAAAAAt8VH//,2025-01-17 09:39:03.510770,2025-01-17 09:39:03.518706
parallel execute,A,6572,AAARpbAAAAAAt8WAAA,AAARpbAAAAAAt9HH//,2025-01-17 09:39:03.511920,2025-01-17 09:39:03.519413
parallel execute,A,6543,AAARpbAAAAAAt9IAAA,AAARpbAAAAAAt95H//,2025-01-17 09:39:03.519369,2025-01-17 09:39:03.525581
parallel execute,A,6550,AAARpbAAAAAAt96AAA,AAARpbAAAAAAt+rH//,2025-01-17 09:39:03.520046,2025-01-17 09:39:03.527327
parallel execute,A,6564,AAARpbAAAAAAt+sAAA,AAARpbAAAAAAt/dH//,2025-01-17 09:39:03.526252,2025-01-17 09:39:03.533563
parallel execute,A,6561,AAARpbAAAAAAt/eAAA,AAARpbAAAAAAuAPH//,2025-01-17 09:39:03.527942,2025-01-17 09:39:03.534813
parallel execute,A,6549,AAARpbAAAAAAuAQAAA,AAARpbAAAAAAuBBH//,2025-01-17 09:39:03.534185,2025-01-17 09:39:03.542560
parallel execute,A,6549,AAARpbAAAAAAuBCAAA,AAARpbAAAAAAuBzH//,2025-01-17 09:39:03.535438,2025-01-17 09:39:03.543266
parallel execute,A,6541,AAARpbAAAAAAuB0AAA,AAARpbAAAAAAuClH//,2025-01-17 09:39:03.543228,2025-01-17 09:39:03.549487
parallel execute,A,6546,AAARpbAAAAAAuCmAAA,AAARpbAAAAAAuDXH//,2025-01-17 09:39:03.543897,2025-01-17 09:39:03.550855
parallel execute,A,6570,AAARpbAAAAAAuDYAAA,AAARpbAAAAAAuEJH//,2025-01-17 09:39:03.550174,2025-01-17 09:39:03.556899
parallel execute,A,6558,AAARpbAAAAAAuEKAAA,AAARpbAAAAAAuE7H//,2025-01-17 09:39:03.551519,2025-01-17 09:39:03.557726
parallel execute,A,6557,AAARpbAAAAAAuE8AAA,AAARpbAAAAAAuFtH//,2025-01-17 09:39:03.557565,2025-01-17 09:39:03.563604
parallel execute,A,6552,AAARpbAAAAAAuFuAAA,AAARpbAAAAAAuGfH//,2025-01-17 09:39:03.558347,2025-01-17 09:39:03.565659
parallel execute,A,6541,AAARpbAAAAAAuGgAAA,AAARpbAAAAAAuHRH//,2025-01-17 09:39:03.564219,2025-01-17 09:39:03.571381
parallel execute,A,6552,AAARpbAAAAAAuHSAAA,AAARpbAAAAAAuIDH//,2025-01-17 09:39:03.566306,2025-01-17 09:39:03.572809
parallel execute,A,6541,AAARpbAAAAAAuIEAAA,AAARpbAAAAAAuI1H//,2025-01-17 09:39:03.572052,2025-01-17 09:39:03.578190
parallel execute,A,6544,AAARpbAAAAAAuI2AAA,AAARpbAAAAAAuJnH//,2025-01-17 09:39:03.573458,2025-01-17 09:39:03.579857
parallel execute,A,6569,AAARpbAAAAAAuJoAAA,AAARpbAAAAAAuKZH//,2025-01-17 09:39:03.578874,2025-01-17 09:39:03.585695
