script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,6547,AAARpbAAAAAAnfEAAA,AAARpbAAAAAAnf1H//,2025-01-17 09:39:48.175458,2025-01-17 09:39:48.180621
parallel execute,A,6544,AAARpbAAAAAAnf2AAA,AAARpbAAAAAAngnH//,2025-01-17 09:39:48.176415,2025-01-17 09:39:48.183678
parallel execute,A,6542,AAARpbAAAAAAngoAAA,AAARpbAAAAAAnhZH//,2025-01-17 09:39:48.181673,2025-01-17 09:39:48.188138
parallel execute,A,6559,AAARpbAAAAAAnhaAAA,AAARpbAAAAAAniLH//,2025-01-17 09:39:48.184661,2025-01-17 09:39:48.191260
parallel execute,A,6531,AAARpbAAAAAAniMAAA,AAARpbAAAAAAni9H//,2025-01-17 09:39:48.189112,2025-01-17 09:39:48.195370
parallel execute,A,6554,AAARpbAAAAAAni+AAA,AAARpbAAAAAAnjvH//,2025-01-17 09:39:48.192218,2025-01-17 09:39:48.198510
parallel execute,A,6560,AAARpbAAAAAAnjwAAA,AAARpbAAAAAAnkhH//,2025-01-17 09:39:48.196414,2025-01-17 09:39:48.203618
parallel execute,A,6544,AAARpbAAAAAAnkiAAA,AAARpbAAAAAAnlTH//,2025-01-17 09:39:48.199473,2025-01-17 09:39:48.205398
parallel execute,A,6567,AAARpbAAAAAAnlUAAA,AAARpbAAAAAAnmFH//,2025-01-17 09:39:48.204658,2025-01-17 09:39:48.211771
parallel execute,A,6548,AAARpbAAAAAAnmGAAA,AAARpbAAAAAAnm3H//,2025-01-17 09:39:48.206376,2025-01-17 09:39:48.212775
parallel execute,A,6561,AAARpbAAAAAAnm4AAA,AAARpbAAAAAAnnpH//,2025-01-17 09:39:48.212777,2025-01-17 09:39:48.218250
parallel execute,A,6547,AAARpbAAAAAAnnqAAA,AAARpbAAAAAAnobH//,2025-01-17 09:39:48.213750,2025-01-17 09:39:48.219699
parallel execute,A,6563,AAARpbAAAAAAnocAAA,AAARpbAAAAAAnpNH//,2025-01-17 09:39:48.219291,2025-01-17 09:39:48.226477
parallel execute,A,6564,AAARpbAAAAAAnpOAAA,AAARpbAAAAAAnp/H//,2025-01-17 09:39:48.220650,2025-01-17 09:39:48.227563
parallel execute,A,6555,AAARpbAAAAAAnqAAAA,AAARpbAAAAAAnqxH//,2025-01-17 09:39:48.227525,2025-01-17 09:39:48.232915
parallel execute,A,6563,AAARpbAAAAAAnqyAAA,AAARpbAAAAAAnrjH//,2025-01-17 09:39:48.228571,2025-01-17 09:39:48.235136
parallel execute,A,6558,AAARpbAAAAAAnrkAAA,AAARpbAAAAAAnsVH//,2025-01-17 09:39:48.233917,2025-01-17 09:39:48.241978
parallel execute,A,6550,AAARpbAAAAAAnsWAAA,AAARpbAAAAAAntHH//,2025-01-17 09:39:48.236106,2025-01-17 09:39:48.243288
