script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,98038,AAARpbAAAAAAxYAAAA,AAARpbAAAAAAxjrH//,2025-01-17 09:33:04.910232,2025-01-17 09:33:05.037043
parallel execute,A,98014,AAARpbAAAAAAxjsAAA,AAARpbAAAAAAxvXH//,2025-01-17 09:33:04.976890,2025-01-17 09:33:05.103889
parallel execute,A,98002,AAARpbAAAAAAxvYAAA,AAARpbAAAAAAx7DH//,2025-01-17 09:33:05.037626,2025-01-17 09:33:05.163806
parallel execute,A,97935,AAARpbAAAAAAx7EAAA,AAARpbAAAAAAyGvH//,2025-01-17 09:33:05.104427,2025-01-17 09:33:05.228578
parallel execute,A,97980,AAARpbAAAAAAyGwAAA,AAARpbAAAAAAySbH//,2025-01-17 09:33:05.164453,2025-01-17 09:33:05.288644
parallel execute,A,1909,AAARpbAAAAAAyeIAAA,AAARpbAAAAAAyl/H//,2025-01-17 09:33:05.289135,2025-01-17 09:33:05.292183
parallel execute,A,98107,AAARpbAAAAAAyScAAA,AAARpbAAAAAAyeHH//,2025-01-17 09:33:05.229134,2025-01-17 09:33:05.313408
parallel execute,ALL,,,,2025-01-17 09:32:58.820326,2025-01-17 09:33:07.966666
parallel execute,A,98021,AAARpbAAAAAAk9QAAA,AAARpbAAAAAAlI7H//,2025-01-17 09:32:58.929799,2025-01-17 09:32:59.017738
parallel execute,A,98037,AAARpbAAAAAAlI8AAA,AAARpbAAAAAAlUnH//,2025-01-17 09:32:58.949879,2025-01-17 09:32:59.075223
parallel execute,A,97980,AAARpbAAAAAAlUoAAA,AAARpbAAAAAAlgTH//,2025-01-17 09:32:59.018283,2025-01-17 09:32:59.140738
parallel execute,A,98021,AAARpbAAAAAAlgUAAA,AAARpbAAAAAAlr/H//,2025-01-17 09:32:59.075675,2025-01-17 09:32:59.200718
parallel execute,A,98016,AAARpbAAAAAAlsAAAA,AAARpbAAAAAAl3rH//,2025-01-17 09:32:59.141200,2025-01-17 09:32:59.269512
parallel execute,A,97970,AAARpbAAAAAAl3sAAA,AAARpbAAAAAAmDXH//,2025-01-17 09:32:59.201212,2025-01-17 09:32:59.323955
parallel execute,A,98082,AAARpbAAAAAAmDYAAA,AAARpbAAAAAAmPDH//,2025-01-17 09:32:59.269976,2025-01-17 09:32:59.396152
parallel execute,A,98085,AAARpbAAAAAAmPEAAA,AAARpbAAAAAAmavH//,2025-01-17 09:32:59.324428,2025-01-17 09:32:59.452732
parallel execute,A,98099,AAARpbAAAAAAmawAAA,AAARpbAAAAAAmmbH//,2025-01-17 09:32:59.396644,2025-01-17 09:32:59.526006
parallel execute,A,98013,AAARpbAAAAAAmmcAAA,AAARpbAAAAAAmyHH//,2025-01-17 09:32:59.453244,2025-01-17 09:32:59.583207
parallel execute,A,97984,AAARpbAAAAAAmyIAAA,AAARpbAAAAAAm9zH//,2025-01-17 09:32:59.526564,2025-01-17 09:32:59.654777
parallel execute,A,97984,AAARpbAAAAAAm90AAA,AAARpbAAAAAAnJfH//,2025-01-17 09:32:59.583696,2025-01-17 09:32:59.710969
parallel execute,A,98026,AAARpbAAAAAAnJgAAA,AAARpbAAAAAAnVLH//,2025-01-17 09:32:59.655227,2025-01-17 09:32:59.785971
parallel execute,A,98001,AAARpbAAAAAAnVMAAA,AAARpbAAAAAAng3H//,2025-01-17 09:32:59.711405,2025-01-17 09:32:59.840735
parallel execute,A,98052,AAARpbAAAAAAng4AAA,AAARpbAAAAAAnsjH//,2025-01-17 09:32:59.786407,2025-01-17 09:32:59.917116
