script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,97691,AAARpbAAAAAAgNUAAA,AAARpbAAAAAAgY9H//,2025-01-17 09:33:46.040712,2025-01-17 09:33:46.157637
parallel execute,A,97762,AAARpbAAAAAAgY+AAA,AAARpbAAAAAAgknH//,2025-01-17 09:33:46.069956,2025-01-17 09:33:46.159099
parallel execute,A,97731,AAARpbAAAAAAgkoAAA,AAARpbAAAAAAgwRH//,2025-01-17 09:33:46.158166,2025-01-17 09:33:46.284705
parallel execute,A,97807,AAARpbAAAAAAgwSAAA,AAARpbAAAAAAg77H//,2025-01-17 09:33:46.159495,2025-01-17 09:33:46.285486
parallel execute,A,97661,AAARpbAAAAAAg78AAA,AAARpbAAAAAAhHlH//,2025-01-17 09:33:46.285283,2025-01-17 09:33:46.411493
parallel execute,A,97749,AAARpbAAAAAAhHmAAA,AAARpbAAAAAAhTPH//,2025-01-17 09:33:46.285888,2025-01-17 09:33:46.411922
parallel execute,A,97819,AAARpbAAAAAAhTQAAA,AAARpbAAAAAAhe5H//,2025-01-17 09:33:46.412021,2025-01-17 09:33:46.539934
parallel execute,A,97719,AAARpbAAAAAAhe6AAA,AAARpbAAAAAAhqjH//,2025-01-17 09:33:46.412333,2025-01-17 09:33:46.541792
parallel execute,A,97588,AAARpbAAAAAACfwAAA,AAARpbAAAAAAgBpH//,2025-01-17 09:33:45.956851,2025-01-17 09:33:45.998336
parallel execute,A,97685,AAARpbAAAAAAgBqAAA,AAARpbAAAAAAgNTH//,2025-01-17 09:33:45.998765,2025-01-17 09:33:46.040244
parallel execute,A,97782,AAARpbAAAAAAhqkAAA,AAARpbAAAAAAh2NH//,2025-01-17 09:33:46.540436,2025-01-17 09:33:46.663519
parallel execute,A,97803,AAARpbAAAAAAh2OAAA,AAARpbAAAAAAiB3H//,2025-01-17 09:33:46.542229,2025-01-17 09:33:46.669116
parallel execute,A,97828,AAARpbAAAAAAiB4AAA,AAARpbAAAAAAiNhH//,2025-01-17 09:33:46.664075,2025-01-17 09:33:46.795773
parallel execute,A,97853,AAARpbAAAAAAiNiAAA,AAARpbAAAAAAiZLH//,2025-01-17 09:33:46.669573,2025-01-17 09:33:46.798819
parallel execute,A,97713,AAARpbAAAAAAiZMAAA,AAARpbAAAAAAik1H//,2025-01-17 09:33:46.796279,2025-01-17 09:33:46.920843
parallel execute,A,97707,AAARpbAAAAAAik2AAA,AAARpbAAAAAAiwfH//,2025-01-17 09:33:46.799234,2025-01-17 09:33:46.922380
parallel execute,A,97772,AAARpbAAAAAAiwgAAA,AAARpbAAAAAAi8JH//,2025-01-17 09:33:46.921341,2025-01-17 09:33:47.050935
parallel execute,A,97801,AAARpbAAAAAAi8KAAA,AAARpbAAAAAAjHzH//,2025-01-17 09:33:46.922791,2025-01-17 09:33:47.052169
parallel execute,A,97718,AAARpbAAAAAAjH0AAA,AAARpbAAAAAAjTdH//,2025-01-17 09:33:47.051474,2025-01-17 09:33:47.172433
parallel execute,A,97687,AAARpbAAAAAAjTeAAA,AAARpbAAAAAAjfHH//,2025-01-17 09:33:47.052601,2025-01-17 09:33:47.173195
parallel execute,A,97774,AAARpbAAAAAAjfIAAA,AAARpbAAAAAAjqxH//,2025-01-17 09:33:47.172957,2025-01-17 09:33:47.298112
parallel execute,A,97687,AAARpbAAAAAAjqyAAA,AAARpbAAAAAAj2bH//,2025-01-17 09:33:47.173569,2025-01-17 09:33:47.298201
parallel execute,A,97812,AAARpbAAAAAAkCGAAA,AAARpbAAAAAAkNvH//,2025-01-17 09:33:47.298841,2025-01-17 09:33:47.429665
parallel execute,A,97825,AAARpbAAAAAAj2cAAA,AAARpbAAAAAAkCFH//,2025-01-17 09:33:47.298814,2025-01-17 09:33:47.429767
parallel execute,A,97727,AAARpbAAAAAAkZaAAA,AAARpbAAAAAAklDH//,2025-01-17 09:33:47.430326,2025-01-17 09:33:47.552405
parallel execute,A,97746,AAARpbAAAAAAkNwAAA,AAARpbAAAAAAkZZH//,2025-01-17 09:33:47.430260,2025-01-17 09:33:47.588773
parallel execute,A,97736,AAARpbAAAAAAklEAAA,AAARpbAAAAAAkwtH//,2025-01-17 09:33:47.553009,2025-01-17 09:33:47.638778
