script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,21496,AAARpbAAAAAAn2gAAA,AAARpbAAAAAAn5DH//,2025-01-17 09:36:45.125714,2025-01-17 09:36:45.154856
parallel execute,A,21484,AAARpbAAAAAAn5EAAA,AAARpbAAAAAAn7nH//,2025-01-17 09:36:45.127495,2025-01-17 09:36:45.155824
parallel execute,A,21508,AAARpbAAAAAAn7oAAA,AAARpbAAAAAAn+LH//,2025-01-17 09:36:45.155441,2025-01-17 09:36:45.183282
parallel execute,A,21492,AAARpbAAAAAAn+MAAA,AAARpbAAAAAAoAvH//,2025-01-17 09:36:45.156314,2025-01-17 09:36:45.184632
parallel execute,A,21498,AAARpbAAAAAAoAwAAA,AAARpbAAAAAAoDTH//,2025-01-17 09:36:45.183769,2025-01-17 09:36:45.215078
parallel execute,A,21469,AAARpbAAAAAAoDUAAA,AAARpbAAAAAAoF3H//,2025-01-17 09:36:45.185118,2025-01-17 09:36:45.215404
parallel execute,A,21444,AAARpbAAAAAAoIcAAA,AAARpbAAAAAAoK/H//,2025-01-17 09:36:45.215967,2025-01-17 09:36:45.245832
parallel execute,A,21519,AAARpbAAAAAAoF4AAA,AAARpbAAAAAAoIbH//,2025-01-17 09:36:45.215622,2025-01-17 09:36:45.245835
parallel execute,A,21487,AAARpbAAAAAAoNkAAA,AAARpbAAAAAAoQHH//,2025-01-17 09:36:45.246485,2025-01-17 09:36:45.277111
parallel execute,A,21486,AAARpbAAAAAAoLAAAA,AAARpbAAAAAAoNjH//,2025-01-17 09:36:45.246436,2025-01-17 09:36:45.277451
parallel execute,A,21462,AAARpbAAAAAAoQIAAA,AAARpbAAAAAAoSrH//,2025-01-17 09:36:45.277601,2025-01-17 09:36:45.306140
parallel execute,A,21504,AAARpbAAAAAAoSsAAA,AAARpbAAAAAAoVPH//,2025-01-17 09:36:45.277919,2025-01-17 09:36:45.306760
parallel execute,A,21519,AAARpbAAAAAAoVQAAA,AAARpbAAAAAAoXzH//,2025-01-17 09:36:45.306614,2025-01-17 09:36:45.334532
parallel execute,A,21490,AAARpbAAAAAAoX0AAA,AAARpbAAAAAAoaXH//,2025-01-17 09:36:45.307227,2025-01-17 09:36:45.336235
parallel execute,A,21519,AAARpbAAAAAAoaYAAA,AAARpbAAAAAAoc7H//,2025-01-17 09:36:45.335011,2025-01-17 09:36:45.361296
parallel execute,A,21489,AAARpbAAAAAAoc8AAA,AAARpbAAAAAAoffH//,2025-01-17 09:36:45.336683,2025-01-17 09:36:45.363494
parallel execute,A,21500,AAARpbAAAAAAofgAAA,AAARpbAAAAAAoiDH//,2025-01-17 09:36:45.361769,2025-01-17 09:36:45.390358
parallel execute,A,21496,AAARpbAAAAAAoiEAAA,AAARpbAAAAAAoknH//,2025-01-17 09:36:45.363968,2025-01-17 09:36:45.391146
parallel execute,A,21486,AAARpbAAAAAAokoAAA,AAARpbAAAAAAonLH//,2025-01-17 09:36:45.391151,2025-01-17 09:36:45.418618
