script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,55937,AAARpbAAAAAAp2gAAA,AAARpbAAAAAAp9KH//,2025-01-17 09:36:02.706750,2025-01-17 09:36:02.780719
parallel execute,A,55943,AAARpbAAAAAAp9LAAA,AAARpbAAAAAAqD1H//,2025-01-17 09:36:02.717993,2025-01-17 09:36:02.792042
parallel execute,A,55978,AAARpbAAAAAAqD2AAA,AAARpbAAAAAAqKgH//,2025-01-17 09:36:02.781403,2025-01-17 09:36:02.859392
parallel execute,A,56051,AAARpbAAAAAAqKhAAA,AAARpbAAAAAAqRLH//,2025-01-17 09:36:02.792634,2025-01-17 09:36:02.868050
parallel execute,A,55908,AAARpbAAAAAAqRMAAA,AAARpbAAAAAAqX2H//,2025-01-17 09:36:02.859969,2025-01-17 09:36:02.973640
parallel execute,A,55963,AAARpbAAAAAAx4PAAA,AAARpbAAAAAAx+5H//,2025-01-17 09:36:02.868583,2025-01-17 09:36:02.979725
parallel execute,A,55900,AAARpbAAAAAAx+6AAA,AAARpbAAAAAAyFkH//,2025-01-17 09:36:02.974459,2025-01-17 09:36:03.049454
parallel execute,A,55940,AAARpbAAAAAAyFlAAA,AAARpbAAAAAAyMPH//,2025-01-17 09:36:02.980355,2025-01-17 09:36:03.053047
parallel execute,A,56035,AAARpbAAAAAAyS7AAA,AAARpbAAAAAAyZlH//,2025-01-17 09:36:03.053627,2025-01-17 09:36:03.221594
parallel execute,A,55901,AAARpbAAAAAAyMQAAA,AAARpbAAAAAAyS6H//,2025-01-17 09:36:03.050099,2025-01-17 09:36:03.242781
parallel execute,A,0,AAARpbAAAAAAygRAAA,AAARpbAAAAAAyl/H//,2025-01-17 09:36:03.243306,2025-01-17 09:36:03.243389
parallel execute,A,39934,AAARpbAAAAAAyZmAAA,AAARpbAAAAAAygQH//,2025-01-17 09:36:03.222216,2025-01-17 09:36:03.269034
parallel execute,A,55971,AAARpbAAAAAAqX3AAA,AAARpbAAAAAAqehH//,2025-01-17 09:36:03.243945,2025-01-17 09:36:03.315459
parallel execute,A,55940,AAARpbAAAAAAqeiAAA,AAARpbAAAAAAqlMH//,2025-01-17 09:36:03.269515,2025-01-17 09:36:03.342089
parallel execute,A,55965,AAARpbAAAAAAqlNAAA,AAARpbAAAAAAqr3H//,2025-01-17 09:36:03.315942,2025-01-17 09:36:03.389706
parallel execute,A,55959,AAARpbAAAAAAqr4AAA,AAARpbAAAAAAqyiH//,2025-01-17 09:36:03.342584,2025-01-17 09:36:03.413233
parallel execute,A,55955,AAARpbAAAAAAqyjAAA,AAARpbAAAAAAq5NH//,2025-01-17 09:36:03.390216,2025-01-17 09:36:03.465884
parallel execute,A,55960,AAARpbAAAAAAq5OAAA,AAARpbAAAAAAq/4H//,2025-01-17 09:36:03.413709,2025-01-17 09:36:03.485110
parallel execute,A,55988,AAARpbAAAAAAq/5AAA,AAARpbAAAAAArGjH//,2025-01-17 09:36:03.466457,2025-01-17 09:36:03.538196
parallel execute,A,55910,AAARpbAAAAAArGkAAA,AAARpbAAAAAArNOH//,2025-01-17 09:36:03.485609,2025-01-17 09:36:03.557421
parallel execute,A,55974,AAARpbAAAAAArNPAAA,AAARpbAAAAAArT5H//,2025-01-17 09:36:03.538679,2025-01-17 09:36:03.608099
parallel execute,A,55960,AAARpbAAAAAArT6AAA,AAARpbAAAAAArakH//,2025-01-17 09:36:03.557942,2025-01-17 09:36:03.628058
parallel execute,A,55918,AAARpbAAAAAAralAAA,AAARpbAAAAAArhPH//,2025-01-17 09:36:03.608621,2025-01-17 09:36:03.680591
parallel execute,A,55937,AAARpbAAAAAArhQAAA,AAARpbAAAAAArn6H//,2025-01-17 09:36:03.628529,2025-01-17 09:36:03.703705
parallel execute,A,55965,AAARpbAAAAAArn7AAA,AAARpbAAAAAArulH//,2025-01-17 09:36:03.681057,2025-01-17 09:36:03.750282
parallel execute,A,55983,AAARpbAAAAAArumAAA,AAARpbAAAAAAr1QH//,2025-01-17 09:36:03.704194,2025-01-17 09:36:03.774583
parallel execute,A,55929,AAARpbAAAAAAr1RAAA,AAARpbAAAAAAr77H//,2025-01-17 09:36:03.750774,2025-01-17 09:36:03.821661
parallel execute,A,55984,AAARpbAAAAAAr78AAA,AAARpbAAAAAAsCmH//,2025-01-17 09:36:03.775069,2025-01-17 09:36:03.848494
parallel execute,A,55958,AAARpbAAAAAAsCnAAA,AAARpbAAAAAAsJRH//,2025-01-17 09:36:03.822281,2025-01-17 09:36:03.897901
parallel execute,A,56005,AAARpbAAAAAAsJSAAA,AAARpbAAAAAAsP8H//,2025-01-17 09:36:03.849033,2025-01-17 09:36:03.919794
parallel execute,A,55967,AAARpbAAAAAAsP9AAA,AAARpbAAAAAAsWnH//,2025-01-17 09:36:03.898432,2025-01-17 09:36:03.972112
parallel execute,A,55933,AAARpbAAAAAAsWoAAA,AAARpbAAAAAAsdSH//,2025-01-17 09:36:03.920273,2025-01-17 09:36:03.995149
parallel execute,A,55999,AAARpbAAAAAAsdTAAA,AAARpbAAAAAAsj9H//,2025-01-17 09:36:03.972829,2025-01-17 09:36:04.045058
parallel execute,A,55928,AAARpbAAAAAAsj+AAA,AAARpbAAAAAAsqoH//,2025-01-17 09:36:03.995767,2025-01-17 09:36:04.065250
parallel execute,A,55992,AAARpbAAAAAAsqpAAA,AAARpbAAAAAAsxTH//,2025-01-17 09:36:04.045629,2025-01-17 09:36:04.118493
parallel execute,A,55938,AAARpbAAAAAAsxUAAA,AAARpbAAAAAAs3+H//,2025-01-17 09:36:04.065762,2025-01-17 09:36:04.138907
parallel execute,A,55975,AAARpbAAAAAAs3/AAA,AAARpbAAAAAAs+pH//,2025-01-17 09:36:04.119073,2025-01-17 09:36:04.190284
parallel execute,A,55952,AAARpbAAAAAAs+qAAA,AAARpbAAAAAAtFUH//,2025-01-17 09:36:04.139393,2025-01-17 09:36:04.212582
parallel execute,A,55935,AAARpbAAAAAAtFVAAA,AAARpbAAAAAAtL/H//,2025-01-17 09:36:04.190771,2025-01-17 09:36:04.261627
parallel execute,A,55945,AAARpbAAAAAAtMAAAA,AAARpbAAAAAAtSqH//,2025-01-17 09:36:04.213264,2025-01-17 09:36:04.283880
parallel execute,A,55955,AAARpbAAAAAAtSrAAA,AAARpbAAAAAAtZVH//,2025-01-17 09:36:04.262196,2025-01-17 09:36:04.335333
parallel execute,A,55954,AAARpbAAAAAAtZWAAA,AAARpbAAAAAAtgAH//,2025-01-17 09:36:04.284465,2025-01-17 09:36:04.354257
parallel execute,A,55975,AAARpbAAAAAAtgBAAA,AAARpbAAAAAAtmrH//,2025-01-17 09:36:04.335947,2025-01-17 09:36:04.406908
parallel execute,A,56002,AAARpbAAAAAAtmsAAA,AAARpbAAAAAAttWH//,2025-01-17 09:36:04.354797,2025-01-17 09:36:04.429235
