script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,6551,AAARnnAAAAAAcC0AAA,AAARnnAAAAAAcDlH//,2025-01-17 09:05:48.127875,2025-01-17 09:05:48.130355
parallel execute,A,6556,AAARnnAAAAAAcDmAAA,AAARnnAAAAAAf2fH//,2025-01-17 09:05:48.130642,2025-01-17 09:05:48.133318
parallel execute,A,6551,AAARnnAAAAAAf2gAAA,AAARnnAAAAAAf3RH//,2025-01-17 09:05:48.133644,2025-01-17 09:05:48.136605
parallel execute,A,6535,AAARnnAAAAAAf3SAAA,AAARnnAAAAAAf6rH//,2025-01-17 09:05:48.136889,2025-01-17 09:05:48.139578
parallel execute,A,6539,AAARnnAAAAAAf6sAAA,AAARnnAAAAAAf7dH//,2025-01-17 09:05:48.139850,2025-01-17 09:05:48.142258
parallel execute,A,6558,AAARnnAAAAAAf7eAAA,AAARnnAAAAAAf8PH//,2025-01-17 09:05:48.142584,2025-01-17 09:05:48.145254
parallel execute,A,6552,AAARnnAAAAAAf8QAAA,AAARnnAAAAAAf9BH//,2025-01-17 09:05:48.145532,2025-01-17 09:05:48.148173
parallel execute,A,6536,AAARnnAAAAAAf9CAAA,AAARnnAAAAAAf9zH//,2025-01-17 09:05:48.148501,2025-01-17 09:05:48.151237
parallel execute,A,6549,AAARnnAAAAAAf90AAA,AAARnnAAAAAAf+lH//,2025-01-17 09:05:48.151514,2025-01-17 09:05:48.154303
parallel execute,A,6530,AAARnnAAAAAAf+mAAA,AAARnnAAAAAAf/XH//,2025-01-17 09:05:48.154597,2025-01-17 09:05:48.156965
parallel execute,A,6560,AAARnnAAAAAAf/YAAA,AAARnnAAAAAAgAJH//,2025-01-17 09:05:48.157292,2025-01-17 09:05:48.159929
parallel execute,A,6542,AAARnnAAAAAAgAKAAA,AAARnnAAAAAAgA7H//,2025-01-17 09:05:48.160202,2025-01-17 09:05:48.162782
parallel execute,A,6557,AAARnnAAAAAAgA8AAA,AAARnnAAAAAAgBtH//,2025-01-17 09:05:48.163108,2025-01-17 09:05:48.165652
parallel execute,A,1890,AAARnnAAAAAAgBuAAA,AAARnnAAAAAAgB/H//,2025-01-17 09:05:48.165930,2025-01-17 09:05:48.166464
parallel execute,ALL,,,,2025-01-17 09:05:48.104886,2025-01-17 09:05:51.160770
parallel execute,A,6427,AAARnnAAAAAACfwAAA,AAARnnAAAAAAcCBH//,2025-01-17 09:05:48.121785,2025-01-17 09:05:48.124651
parallel execute,A,6567,AAARnnAAAAAAcCCAAA,AAARnnAAAAAAcCzH//,2025-01-17 09:05:48.124986,2025-01-17 09:05:48.127581
