script,table_char,chunk_size,chunk_start,chunk_end,start_time,end_time
parallel execute,A,6427,AAARnnAAAAAACfwAAA,AAARnnAAAAAAcCBH//,2025-01-17 09:03:33.689309,2025-01-17 09:03:33.702323
parallel execute,A,6567,AAARnnAAAAAAcCCAAA,AAARnnAAAAAAcCzH//,2025-01-17 09:03:33.703762,2025-01-17 09:03:33.706441
parallel execute,A,6551,AAARnnAAAAAAcC0AAA,AAARnnAAAAAAcDlH//,2025-01-17 09:03:33.706758,2025-01-17 09:03:33.709304
parallel execute,A,6556,AAARnnAAAAAAcDmAAA,AAARnnAAAAAAf2fH//,2025-01-17 09:03:33.709647,2025-01-17 09:03:33.712796
parallel execute,A,6551,AAARnnAAAAAAf2gAAA,AAARnnAAAAAAf3RH//,2025-01-17 09:03:33.713123,2025-01-17 09:03:33.716079
parallel execute,A,6535,AAARnnAAAAAAf3SAAA,AAARnnAAAAAAf6rH//,2025-01-17 09:03:33.716395,2025-01-17 09:03:33.719070
parallel execute,A,6539,AAARnnAAAAAAf6sAAA,AAARnnAAAAAAf7dH//,2025-01-17 09:03:33.719348,2025-01-17 09:03:33.721908
parallel execute,A,6558,AAARnnAAAAAAf7eAAA,AAARnnAAAAAAf8PH//,2025-01-17 09:03:33.722247,2025-01-17 09:03:33.725198
parallel execute,A,6552,AAARnnAAAAAAf8QAAA,AAARnnAAAAAAf9BH//,2025-01-17 09:03:33.725479,2025-01-17 09:03:33.728191
parallel execute,A,6536,AAARnnAAAAAAf9CAAA,AAARnnAAAAAAf9zH//,2025-01-17 09:03:33.728523,2025-01-17 09:03:33.731370
parallel execute,A,6549,AAARnnAAAAAAf90AAA,AAARnnAAAAAAf+lH//,2025-01-17 09:03:33.731660,2025-01-17 09:03:33.734546
parallel execute,A,6530,AAARnnAAAAAAf+mAAA,AAARnnAAAAAAf/XH//,2025-01-17 09:03:33.734908,2025-01-17 09:03:33.737358
parallel execute,A,6560,AAARnnAAAAAAf/YAAA,AAARnnAAAAAAgAJH//,2025-01-17 09:03:33.737630,2025-01-17 09:03:33.740286
parallel execute,A,6542,AAARnnAAAAAAgAKAAA,AAARnnAAAAAAgA7H//,2025-01-17 09:03:33.740608,2025-01-17 09:03:33.743472
parallel execute,A,6557,AAARnnAAAAAAgA8AAA,AAARnnAAAAAAgBtH//,2025-01-17 09:03:33.743756,2025-01-17 09:03:33.746336
parallel execute,A,1890,AAARnnAAAAAAgBuAAA,AAARnnAAAAAAgB/H//,2025-01-17 09:03:33.746697,2025-01-17 09:03:33.747240
parallel execute,ALL,,,,2025-01-17 09:03:33.272398,2025-01-17 09:03:36.760937
